,smiles,CircularFingerprint
7062,CC(C)=CC1CC(C)=CCO1,[0. 0. 0. ... 0. 0. 0.]
7063,CC(C)=NNC(=O)CSc1cc(Oc2ccc(Cl)cc2)ncn1,[0. 0. 0. ... 0. 0. 0.]
7064,CCCOP(=S)(OCCC)Oc1cnn(C)c(=O)c1OC,[0. 0. 0. ... 0. 0. 0.]
7065,Cc1cc2nc(C(F)(F)F)[nH]c2cc1C,[0. 0. 0. ... 0. 0. 0.]
7066,CCOP(=O)(Oc1cnn(C)c(=O)c1OC)SC(C)C,[0. 1. 0. ... 0. 0. 0.]
7067,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,[0. 0. 0. ... 0. 0. 0.]
7068,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)C=Cc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
7069,CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,[0. 1. 0. ... 0. 0. 0.]
7070,CCOP(=O)(OCC)ON=C(C1CC1)C1CC1,[0. 0. 0. ... 0. 0. 0.]
7071,C=C(Cl)C(=O)Nc1ccc(OC)cc1,[0. 0. 0. ... 0. 0. 0.]
7072,CCOP(=S)(OCC)OC(C)CC,[0. 1. 0. ... 0. 0. 0.]
7073,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,[0. 0. 0. ... 0. 0. 0.]
7074,COc1c(OCc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)cc(C)nc1C,[0. 0. 0. ... 0. 0. 0.]
7075,C1=CCC(C2OCC3(CC=CCC3)CO2)CC1,[0. 0. 0. ... 0. 0. 0.]
7076,CC(=O)OCCCC(=O)CBr,[0. 0. 0. ... 0. 0. 0.]
7077,ClC1CC(Cl)C(Cl)C1Cl,[0. 0. 0. ... 0. 0. 0.]
7078,COc1ccc(CNCC(O)COc2ccc3[nH]c(=O)ccc3c2)cc1OC,[0. 1. 0. ... 0. 0. 0.]
7079,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,[0. 0. 0. ... 0. 0. 0.]
7080,CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,[0. 1. 0. ... 0. 0. 0.]
7081,CCO[Si](C)(C)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
7082,CCOc1ccccc1C(=O)NN=C(C)C(=O)O,[0. 0. 0. ... 0. 0. 0.]
7083,CC12CCC(CC1=O)C2(C)C=O,[0. 0. 0. ... 0. 0. 0.]
7084,CCN(CC)C(=O)CSc1ccc(Cl)nn1,[0. 0. 0. ... 0. 0. 0.]
7085,CCOC(=O)N1CCC=C(C=NOC)C1,[0. 0. 0. ... 0. 0. 0.]
7086,N#CCCC1CN2CCc3cc4c(cc3C2CC1=O)OCO4,[0. 0. 0. ... 0. 0. 0.]
7087,CCOc1cc2c(cc1OCC)C1CC(=O)C(CCC#N)CN1CC2,[0. 0. 0. ... 0. 0. 0.]
7088,COCC(C)OCC(C)OCC(C)O,[0. 1. 0. ... 1. 0. 0.]
7089,CON=CC1=CCCN(OC(=O)Nc2ccc(Cl)cc2)C1,[0. 0. 0. ... 0. 0. 0.]
7090,O=C(SC(=O)c1ccccc1)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
7091,CCCCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+]1(C)CCCCC1,[0. 0. 1. ... 0. 0. 0.]
7092,C=CC(=O)NCOCCCC,[0. 0. 0. ... 0. 0. 0.]
7093,CCOC(=O)CC(C)(C)C(Cl)C=C(Cl)Cl,[0. 1. 0. ... 0. 0. 0.]
7094,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])c(Cl)c1,[0. 0. 0. ... 0. 0. 0.]
7095,C=CCOC(=O)C=Cc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
7096,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,[0. 1. 0. ... 0. 0. 0.]
7097,CCN(Cc1ccc(Cl)nc1)C(=C[N+](=O)[O-])NC,[0. 0. 0. ... 0. 0. 0.]
7098,C=C(C)C(=O)OCC(=O)OCC,[0. 0. 0. ... 0. 0. 0.]
7099,CC(C)(C)C(=O)CC#N,[0. 0. 0. ... 0. 0. 0.]
7100,Cc1nc(NCc2ccccc2)c2cc[nH]c2n1,[0. 0. 0. ... 0. 0. 0.]
7101,CC1CN(CCCCCCCCNC(=O)Oc2ccc3c(c2)C2(C)CCN(C)C2N3C)CC(C)O1,[0. 0. 0. ... 0. 0. 0.]
7102,CNC(=O)ON=C1CCCC1(C)C#N,[0. 0. 0. ... 0. 0. 0.]
7103,O=CNC(N1CCOCC1)C(Cl)(Cl)Cl,[0. 1. 0. ... 0. 0. 0.]
7104,C=C(CCl)CCl,[0. 0. 0. ... 0. 0. 0.]
7105,CN1CCC2(C)c3cc(OC(=O)NCCCCCCCCN4CCOCC4)ccc3N(C)C12,[0. 0. 0. ... 0. 0. 0.]
7106,CNC(=O)ON=C1CCCC1(C)[N+](=O)[O-],[0. 0. 0. ... 0. 0. 0.]
7107,O=C(Cl)C(c1ccccc1)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
7108,CN1CCN(CCCCCCCCNC(=O)Oc2ccc3c(c2)C2(C)CCN(C)C2N3C)CC1,[0. 0. 0. ... 0. 0. 0.]
7109,CNC(=O)ON=C1C2CCC(C2)C1(C)[N+](=O)[O-],[0. 0. 0. ... 0. 0. 0.]
7110,O=C1N=C2c3ccccc3N=CN2C1=Cc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
7111,CN1CCC2(C)c3cc(OC(=O)NCCCCCCCCCCN4CCOCC4)ccc3N(C)C12,[0. 0. 0. ... 0. 0. 0.]
7112,COc1ccc(C=C2C(=O)N=C3c4ccccc4N=CN23)cc1,[0. 0. 0. ... 0. 0. 0.]
7113,Nc1ncnc2c1ncn2C1(CO)OC(CO)C(O)C1O,[0. 0. 0. ... 0. 0. 0.]
7114,NCCCNCCSP(=O)(O)O,[0. 0. 0. ... 0. 1. 0.]
7115,CC1CCC2C(C)C3C(CC4C5CC=C6CC(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7OC7OC(C)C(O)C(O)C7O)CCC6(C)C5CCC43C)N2C1,[0. 0. 0. ... 0. 0. 0.]
7116,CN(C)c1ccc(C=C2C(=O)N=C3c4ccccc4N=CN23)cc1,[0. 0. 0. ... 0. 0. 0.]
7117,CN1CCC2(C)c3cc(OC(=O)NCCCCCCCCN4CCSCC4)ccc3N(C)C12,[0. 0. 0. ... 0. 0. 0.]
7118,COC(=O)Nc1ccc(S(=O)(=O)NN)cc1,[0. 0. 0. ... 0. 0. 0.]
7119,CC1NC(=O)c2ccccc2O1,[0. 0. 0. ... 0. 0. 0.]
7120,CCN(CC)CCCCCCCCCCNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,[0. 0. 0. ... 0. 0. 0.]
7121,O=C(Cl)Oc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
7122,O=C1N=C2c3ccccc3N=CN2C1=Cc1ccc([N+](=O)[O-])cc1,[0. 0. 0. ... 0. 0. 0.]
7123,C=CC1(C)CCC(C(C)(C)O)O1,[0. 0. 0. ... 0. 0. 0.]
7124,CCCN(CCC)CCCCCCCCNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,[0. 0. 0. ... 0. 0. 0.]
7125,COC(OC)c1ccccc1[N+](=O)[O-],[0. 1. 0. ... 0. 0. 0.]
7126,FC1(F)CC(C2CC3(Cl)C(Cl)=C(Cl)C2(Cl)C3(Cl)Cl)C1(F)F,[0. 0. 0. ... 0. 0. 0.]
7127,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,[0. 0. 0. ... 0. 0. 0.]
7128,CN1CCC2(C)c3cc(OC(=O)NCCCCCCCCCCN4CCCCC4)ccc3N(C)C12,[0. 0. 1. ... 0. 0. 0.]
7129,COc1ccc2c(c1)c(CC(=O)Oc1ccccc1Cl)c(C)n2C(=O)c1ccc(Cl)cc1,[0. 1. 0. ... 0. 0. 0.]
7130,OCCSSCCO,[0. 0. 0. ... 0. 0. 0.]
7131,CCN(Cc1ccccc1)N=O,[0. 0. 0. ... 0. 0. 0.]
7132,CCOc1ccc(-n2c(C)nc3ccccc3c2=O)cc1,[0. 0. 0. ... 0. 0. 0.]
7133,COc1ccc(C2=Cc3ccccc3OC2c2ccc(OCCN3CCCCC3)cc2)cc1,[0. 0. 1. ... 0. 0. 0.]
7134,COc1ccc2c(c1)c(CC(=O)Oc1cccc(Cl)c1)c(C)n2C(=O)c1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
7135,CC(=O)C(C)=Cc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
7136,CC(C(=O)OCCCCO[N+](=O)[O-])c1ccc(-c2ccccc2)c(F)c1,[0. 1. 0. ... 0. 0. 0.]
7137,CCCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,[0. 0. 0. ... 0. 0. 0.]
7138,CCOCN(C(=O)CO)c1c(C)cccc1CC,[0. 0. 0. ... 0. 0. 0.]
7139,CC1Cc2cc(C(=O)CCc3ccccc3)ccc2O1,[0. 0. 0. ... 0. 0. 0.]
7140,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,[0. 0. 0. ... 0. 0. 0.]
7141,Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1,[0. 0. 0. ... 0. 0. 0.]
7142,CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,[0. 0. 0. ... 0. 0. 0.]
7143,CCCCOCCCOC(=O)COc1ccc(Cl)cc1Cl,[0. 0. 0. ... 0. 0. 0.]
7144,O=CNC(Nc1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,[0. 1. 0. ... 0. 0. 0.]
7145,CSCCC(OC(C)=O)C(=O)O,[0. 1. 0. ... 0. 0. 0.]
7146,CCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,[0. 0. 0. ... 0. 0. 0.]
7147,CCCCC(CC)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,[0. 1. 0. ... 0. 0. 0.]
7148,CCCCOC(=O)c1ccc(-n2nc(OCCN3CCCCC3)c3ccccc32)cc1,[0. 0. 1. ... 0. 0. 0.]
7149,CN(CCn1cnc2c1c(=O)n(C)c(=O)n2C)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
7150,C=CC(=O)OCC(=O)OCC,[0. 0. 0. ... 0. 0. 0.]
7151,CN(CCCn1cnc2c1c(=O)n(C)c(=O)n2C)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
7152,COC(=O)COc1ccc2ccccc2c1,[0. 0. 0. ... 0. 0. 0.]
7153,COc1c(OP(=S)(OC)OC)cnn(C)c1=O,[0. 0. 0. ... 0. 0. 0.]
7154,CC1(C)CCC(NC(=O)C(N)CCC(=O)O)CC1,[0. 1. 0. ... 0. 0. 0.]
7155,CCN1CCCC(Nc2cc(C)nc(NC(=N)Nc3ccc(Cl)c(Cl)c3)n2)C1,[0. 0. 0. ... 0. 0. 0.]
7156,CCOP(=S)(OC)Oc1cnn(C)c(=O)c1OC,[0. 0. 0. ... 0. 0. 0.]
7157,O=C(O)CN(CCCN(CC(=O)O)CC(=O)O)CC(=O)O,[0. 0. 0. ... 0. 0. 0.]
7158,CC1(C)COC(c2ccccc2O)=N1,[0. 0. 0. ... 0. 0. 0.]
7159,CCCOP(=S)(OC)Oc1cnn(C)c(=O)c1OC,[0. 0. 0. ... 0. 0. 0.]
7160,CN=NNc1ccc(C)cc1,[0. 0. 0. ... 0. 0. 0.]
7161,Oc1cc(Cl)c(Br)cc1Cl,[0. 0. 0. ... 0. 0. 0.]
7162,CC(=O)OC=CCOC(C)=O,[0. 0. 0. ... 0. 0. 0.]
7163,CN(C)Cc1cc(-c2ccccc2)ccc1O,[0. 0. 0. ... 0. 0. 0.]
7164,COc1c(OP(=S)(OC)OC(C)C)cnn(C)c1=O,[0. 1. 0. ... 0. 0. 0.]
7165,Ic1ccc(Nc2nnc(CCN3c4ccccc4Sc4ccccc43)s2)cc1,[0. 0. 0. ... 0. 0. 0.]
7166,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,[0. 0. 0. ... 0. 0. 0.]
7167,CCOP(=O)(OCC)Oc1cnn(C)c(=O)c1OC,[0. 0. 0. ... 0. 0. 0.]
7168,O=C(Nc1nnc(CCN2c3ccccc3Sc3ccccc32)s1)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
7169,OCC(Br)C(Br)CO,[0. 1. 0. ... 0. 0. 0.]
7170,CC(C)(C)c1cc(O)ccc1O,[0. 0. 0. ... 0. 0. 0.]
7171,Cc1ccc(CCOC(=O)c2cccnc2)cc1,[0. 0. 0. ... 0. 0. 0.]
7172,CCOP(=S)(OCC)Oc1cnn(C)c(=O)c1OC,[0. 0. 0. ... 0. 0. 0.]
7173,CN(C)c1ncnc2c1ncn2CC1CC1,[0. 0. 0. ... 0. 0. 0.]
7174,c1nc(NC2CC2)c2ncn(CC3CC3)c2n1,[0. 0. 0. ... 0. 0. 0.]
7175,CC(S)C(=O)NCC(=O)O,[0. 1. 0. ... 0. 0. 0.]
7176,CCCOP(=S)(OCC)Oc1cnn(C)c(=O)c1OC,[0. 0. 0. ... 0. 0. 0.]
7177,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,[0. 0. 0. ... 0. 0. 0.]
7178,c1nc(NC2CC2)c2ncn(C3CC3)c2n1,[0. 0. 0. ... 0. 0. 0.]
7179,C#CC(C)N(C(=O)CCl)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
7180,CCOP(=S)(OCC(C)C)Oc1cnn(C)c(=O)c1OC,[0. 1. 0. ... 0. 0. 0.]
7181,OCNC(=S)c1c(Cl)cccc1Cl,[0. 0. 0. ... 0. 0. 0.]
7182,CCCCOC(CBr)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
7183,CCCOP(=O)(OCCC)Oc1cnn(C)c(=O)c1OC,[0. 0. 0. ... 0. 0. 0.]
7184,NCCNCCNCCO,[0. 0. 0. ... 0. 0. 0.]
7185,O=CN(c1ncnc2c1ncn2CC1CC1)C1CC1,[0. 0. 0. ... 0. 0. 0.]
7186,CCC(C)OC(CBr)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
7187,CCCOP(=S)(Oc1cnn(C)c(=O)c1OC)OC(C)C,[0. 1. 0. ... 0. 0. 0.]
7188,NC(=O)COc1ccc(Cl)cc1Cl,[0. 0. 0. ... 0. 0. 0.]
7189,O=CN(c1ncnc2c1ncn2C1CC1)C1CC1,[0. 0. 0. ... 0. 0. 0.]
7190,CCCCC(CC)COC(CBr)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
7191,CCCOP(=S)(OCC(C)C)Oc1cnn(C)c(=O)c1OC,[0. 1. 0. ... 0. 0. 0.]
7192,Clc1cc(Cl)c2nsnc2c1Cl,[0. 0. 0. ... 0. 0. 0.]
7193,CC1OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC(=O)C(C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC(=O)C(C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C(C)C)NC1=O,[0. 1. 0. ... 0. 0. 0.]
7194,CCC(C)OC(CBr)c1cccc(Cl)c1,[0. 1. 0. ... 0. 0. 0.]
7195,COc1c(OP(=O)(OC(C)C)OC(C)C)cnn(C)c1=O,[0. 1. 0. ... 0. 0. 0.]
7196,CCCCC(CC)COC(CBr)c1cccc(Cl)c1,[0. 1. 0. ... 0. 0. 0.]
7197,COc1c(OP(=S)(OC(C)C)OC(C)C)cnn(C)c1=O,[0. 1. 0. ... 0. 0. 0.]
7198,O=c1ccc2cc3ccoc3c(O)c2o1,[0. 0. 0. ... 0. 0. 0.]
7199,CC1(CCO)CCOCO1,[0. 0. 0. ... 0. 0. 0.]
7200,CCCCC(CC)COC(CBr)c1ccc(Cl)c(Cl)c1,[0. 1. 0. ... 0. 0. 0.]
7201,COc1c(OP(=S)(OCC(C)C)OC(C)C)cnn(C)c1=O,[0. 1. 0. ... 0. 0. 0.]
7202,CCCCCOC(CBr)c1ccc(C(C)C)cc1,[0. 1. 0. ... 0. 0. 0.]
7203,CCCCN1C(=O)C2CC=CCC2C1=O,[0. 0. 0. ... 0. 0. 0.]
7204,COc1c(OP(=O)(OCC(C)C)OCC(C)C)cnn(C)c1=O,[0. 1. 0. ... 0. 0. 0.]
7205,C#CC(C)(O)C(O)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
7206,CCCCCCCCCCCCOC(CBr)c1ccc(C(C)C)cc1,[0. 1. 0. ... 0. 0. 0.]
7207,COc1c(OP(=S)(OCC(C)C)OCC(C)C)cnn(C)c1=O,[0. 1. 0. ... 0. 0. 0.]
7208,CCCCCCCCOC(CBr)c1ccc(C(C)(C)C)cc1,[0. 1. 0. ... 0. 0. 0.]
7209,CCOP(=S)(Oc1cnn(C)c(=O)c1OC)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
7210,C=Cc1ccccc1Cl,[0. 0. 0. ... 0. 0. 0.]
7211,CCCCCCc1ccc(C(CBr)OCC(CC)CCCC)cc1,[0. 1. 0. ... 0. 0. 0.]
7212,CCCCOC(=O)c1ccccc1O,[0. 0. 0. ... 0. 0. 0.]
7213,CCOP(=S)(NC(C)C)Oc1cnn(C)c(=O)c1OC,[0. 1. 0. ... 0. 0. 0.]
7214,CCCCCCCCc1ccc(C(CBr)OCCCC)cc1,[0. 1. 0. ... 0. 0. 0.]
7215,CCOP(=O)(Oc1cnn(C)c(=O)c1OC)N(C)C,[0. 0. 0. ... 0. 0. 0.]
7216,OC(CN1CCCCC1)c1cc(-c2ccccc2)on1,[0. 1. 1. ... 0. 0. 0.]
7217,CCc1ccc(C(=O)c2ccccc2)c(C(=O)O)c1,[0. 0. 0. ... 0. 0. 0.]
7218,CCCCOC(CBr)c1ccc(C2CCCC2)cc1,[0. 1. 0. ... 0. 0. 0.]
7219,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,[0. 0. 0. ... 0. 0. 0.]
7220,CC(C)c1cccc(C(C)C)c1O,[0. 1. 0. ... 0. 0. 0.]
7221,CC=C(C(=O)NC(N)=O)C(C)C,[0. 1. 0. ... 0. 0. 0.]
7222,CCCCCOC(CBr)c1ccc(C2CCCC2)cc1,[0. 1. 0. ... 0. 0. 0.]
7223,CC(C)(C)NC(=NC#N)Nc1cccnc1,[0. 0. 0. ... 0. 0. 0.]
7224,CCCCCCCCOC(CBr)c1ccc(C2CCCC2)cc1,[0. 1. 0. ... 0. 0. 0.]
7225,CN(CCC(N)CC(=O)NC1C=CC(n2ccc(N)nc2=O)OC1C(=O)O)C(=N)N,[0. 1. 0. ... 0. 0. 0.]
7226,CCC(C)(C)NC(=NC#N)Nc1cccnc1,[0. 0. 0. ... 0. 0. 0.]
7227,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O,[0. 0. 0. ... 0. 0. 0.]
7228,CCCCC(CC)COC(CBr)c1ccc(C2CCCC2)cc1,[0. 1. 0. ... 0. 0. 0.]
7229,C=C(C)c1cccc(C(C)(C)N=C=O)c1,[0. 0. 0. ... 0. 0. 0.]
7230,CC(C)(C)CNC(=S)Nc1cccnc1,[0. 0. 0. ... 0. 0. 0.]
7231,CCCCCOC(CBr)c1ccc(C2CCCCC2)cc1,[0. 1. 1. ... 0. 0. 0.]
7232,c1ccc([Si]23OCCN(CCO2)CCO3)cc1,[0. 0. 0. ... 0. 0. 0.]
7233,CCCCCCOC(CBr)c1ccc(C2CCCCC2)cc1,[0. 1. 1. ... 0. 0. 0.]
7234,CON(C(=O)c1cc(C)oc1C)C1CCCCC1,[0. 0. 1. ... 0. 0. 0.]
7235,c1ccc(Cc2ccncc2)cc1,[0. 0. 0. ... 0. 0. 0.]
7236,CC(=O)C1(O)CCC(c2ccccc2)CC1,[0. 0. 0. ... 0. 0. 0.]
7237,CCCCCCCCOC(CBr)c1ccc(C2CCCCC2)cc1,[0. 1. 1. ... 0. 0. 0.]
7238,CCCCC(CC)COC(CBr)c1ccc(C2CCCCC2)cc1,[0. 1. 1. ... 0. 0. 0.]
7239,COc1nn(-c2ccccc2OC)c(=O)o1,[0. 0. 0. ... 0. 0. 0.]
7240,Oc1cc2c3c(c1)c1cc4c(cc1c[n+]3CC2)OCO4,[0. 0. 0. ... 0. 0. 0.]
7241,Cc1cc(=O)c2c(C)ccc(C)c2o1,[0. 0. 0. ... 0. 0. 0.]
7242,CCCCC(CC)COC(CBr)c1cccc(C2CCCCC2)c1,[0. 1. 1. ... 0. 0. 0.]
7243,CCOC(=O)Cc1cccc2ccccc12,[0. 0. 0. ... 0. 0. 0.]
7244,CC12CCC3(CCCC(C)(C)C3C1)OC2=O,[0. 0. 0. ... 0. 0. 0.]
7245,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,[0. 1. 0. ... 0. 0. 0.]
7246,OCCOc1cc(Cl)c(Cl)cc1Cl,[0. 0. 0. ... 0. 0. 0.]
7247,C=CC(=O)OCCOC(=O)CC(C)=O,[0. 0. 0. ... 0. 0. 0.]
7248,CCOCCC#N,[0. 0. 0. ... 0. 0. 0.]
7249,CN1CCCCC1CCN1c2ccccc2Sc2ccc(Br)cc21,[0. 0. 0. ... 0. 0. 0.]
7250,CC(=O)Nc1ccc(S(=O)(=O)Nc2cc(C)on2)cc1,[0. 0. 0. ... 0. 0. 0.]
7251,CC(C)(C)N(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
7252,CCOc1ccc(C(=O)COC(=O)CCC(=O)O)c2ccccc12,[0. 0. 0. ... 0. 0. 0.]
7253,CC(C)(C)N(CCO)CCO,[0. 0. 0. ... 0. 0. 0.]
7254,CCCn1c(C)cc(OP(=S)(OCC)OCC)cc1=O,[0. 0. 0. ... 0. 0. 0.]
7255,C=CC(N)CCC(=O)O,[0. 1. 0. ... 0. 0. 0.]
7256,COc1ccc2c(c1)Sc1ccccc1N2C1CCCN(C)C1,[0. 0. 0. ... 0. 0. 0.]
7257,NS(=O)(=O)CCl,[0. 0. 0. ... 0. 0. 0.]
7258,OCC1(CO)CC=CCC1,[0. 0. 0. ... 0. 0. 0.]
7259,Cc1c(Cl)cccc1CC(Cl)C#N,[0. 1. 0. ... 0. 0. 0.]
7260,Nc1ccc(C(=O)c2ccccc2)c(C(=O)O)c1,[0. 0. 0. ... 0. 0. 0.]
7261,O=C(O)Cc1ccc(OCc2ccccc2)c(Cl)c1,[0. 0. 0. ... 0. 0. 0.]
7262,CC(C)c1cccc(C(C)C)c1N=C=Nc1c(C(C)C)cccc1C(C)C,[0. 1. 0. ... 0. 0. 0.]
7263,CCC(C)OC(CBr)c1ccc(Cl)cc1,[0. 1. 0. ... 0. 0. 0.]
7264,OCCC1CCN(CCC=C2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,[0. 0. 0. ... 0. 0. 0.]
7265,CCO[Si](CS)(OCC)OCC,[0. 0. 0. ... 0. 0. 0.]
7266,COP(=S)(OC)Oc1cc(C)n(C)c(=O)c1,[0. 0. 0. ... 0. 0. 0.]
7267,O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2,[0. 0. 1. ... 0. 1. 0.]
7268,CC(C)COc1ccc2ccccc2c1,[0. 1. 0. ... 0. 0. 0.]
7269,Cc1cc(C(=O)NNC(C)Cc2ccccc2)no1,[0. 1. 0. ... 0. 0. 0.]
7270,CCOP(=S)(OCC)Oc1cc(C)n(C)c(=O)c1,[0. 0. 0. ... 0. 0. 0.]
7271,CCN(CC)S(=O)(=O)c1ccc(OP(=S)(OC)OC)cc1Cl,[0. 0. 0. ... 0. 0. 0.]
7272,CCOP(=O)(OCC)OC(=C(Cl)Br)c1ccc(Cl)cc1Cl,[0. 0. 0. ... 0. 0. 0.]
7273,Clc1nc(Cl)c(Cl)c(Cl)c1Cl,[0. 0. 0. ... 0. 0. 0.]
7274,C=COC(=O)C=C,[0. 0. 0. ... 0. 0. 0.]
7275,Cc1nc(N)sc1C(=O)Nc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
7276,CCC(C)c1ccccc1OC(N)=O,[0. 1. 0. ... 0. 0. 0.]
7277,Cc1nc(C)c(C(=O)Nc2ccccc2)s1,[0. 0. 0. ... 0. 0. 0.]
7278,CCC1(CCl)COC1,[0. 0. 0. ... 0. 0. 0.]
7279,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,[0. 0. 0. ... 0. 0. 0.]
7280,C=CCSSCC=C,[0. 0. 0. ... 0. 0. 0.]
7281,CCOC(=O)C1CC2CCC1C2,[0. 0. 0. ... 0. 0. 1.]
7282,O=P(O)(O)Oc1c(Br)cc(Br)cc1-c1cc(Br)cc(Br)c1O,[0. 0. 0. ... 0. 0. 0.]
7283,c1ccc(C2(c3ccccc3)COC(c3ccccc3)(C3CCCCN3)OC2)cc1,[0. 0. 0. ... 0. 0. 0.]
7284,CC1(C)CC(NCCCCCCNC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,[0. 0. 0. ... 0. 0. 0.]
7285,CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1coc2ccccc2c1=O,[0. 1. 0. ... 0. 0. 0.]
7286,CN(C)CCC[N+]1([O-])c2ccccc2CCc2ccccc21,[0. 0. 0. ... 0. 0. 0.]
7287,COc1ccc([N+](=O)[O-])cc1CNCCBr,[0. 0. 0. ... 0. 0. 0.]
7288,N#CSCSc1nc2ccccc2s1,[0. 0. 0. ... 0. 0. 0.]
7289,C=CC(=O)NC(C)C,[0. 1. 0. ... 0. 0. 0.]
7290,CC(O)CNC(C)(C)Cc1ccccc1,[0. 1. 0. ... 0. 0. 0.]
7291,CCOc1ccc([N+](=O)[O-])cc1CNCCBr,[0. 0. 0. ... 0. 0. 0.]
7292,CC(N)CC(C)(C)N,[0. 1. 0. ... 0. 0. 0.]
7293,CCCCC1C(=O)NN(c2ccccc2)C1=O,[0. 0. 0. ... 0. 0. 0.]
7294,O=[N+]([O-])c1ccc(O)c(CNCCO)c1,[0. 0. 0. ... 0. 0. 0.]
7295,Cc1ccccc1OCC1CO1,[0. 0. 0. ... 0. 0. 0.]
7296,CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C2OC(C)(C)OC2C1O,[0. 0. 0. ... 0. 0. 0.]
7297,COc1ccc([N+](=O)[O-])cc1CNCCO,[0. 0. 0. ... 0. 0. 0.]
7298,C(=NC1CCCCC1)c1ccccc1,[0. 0. 1. ... 0. 0. 0.]
7299,CCN1C(=O)c2ccccc2C1Nc1ccc(OCCN2CCCCC2)cc1,[0. 0. 1. ... 0. 0. 0.]
7300,CCOc1ccc([N+](=O)[O-])cc1CNCCO,[0. 0. 0. ... 0. 0. 0.]
7301,CC(C)(SC(=O)N1CCCCC1)c1ccccc1,[0. 0. 1. ... 0. 0. 0.]
7302,CCN(CCC(=O)OC)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
