,compound_name,species,smiles,rat_LD50,units,source
6056,"Benzene, 1,5-dichloro-3-fluoro-2-(4-nitrophenoxy)- (9CI)",Rat,O=[N+]([O-])c1ccc(Oc2c(F)cc(Cl)cc2Cl)cc1,-2.019,log(mol/kg),https://doi.org/10.1021/tx900189p
6057,"1H-Imidazole, 2-methyl-1-(phenylmethyl)-",Rat,Cc1nccn1Cc1ccccc1,-2.236,log(mol/kg),https://doi.org/10.1021/tx900189p
6058,"Phosphorodithioic acid, O,O-diethyl ester, S-ester with 2-(mercaptomethyl)-6-methyl-3(2H)-pyridazinone",Rat,CCOP(=S)(OCC)SCn1nc(C)ccc1=O,-3.836,log(mol/kg),https://doi.org/10.1021/tx900189p
6059,"Urea, 1,1,3,3-tetramethyl-",Rat,CN(C)C(=O)N(C)C,-2.165,log(mol/kg),https://doi.org/10.1021/tx900189p
6060,"6,11-Dioxa-3-thia-2,4,7,10-tetraazadodeca-7,9-dienoic acid, 8-((dimethylamino)carbonyl)-5-oxo-2,4,9-trimethyl-, 2,3-dihydro-2,2-dimethyl-7-benzofuranyl ester",Rat,CON=C(C)C(=NOC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(=O)N(C)C,-4.695,log(mol/kg),https://doi.org/10.1021/tx900189p
6061,"Phosphorodithioic acid, O,O-diisopropyl ester, S-ester with 2-(mercaptomethyl)-6-methyl-3(2H)-pyridazinone",Rat,Cc1ccc(=O)n(CSP(=S)(OC(C)C)OC(C)C)n1,-3.337,log(mol/kg),https://doi.org/10.1021/tx900189p
6062,"Propionamide, 2-(4-chloro-2-methylphenoxy)-N,N-dimethyl-",Rat,Cc1cc(Cl)ccc1OC(C)C(=O)N(C)C,-2.48,log(mol/kg),https://doi.org/10.1021/tx900189p
6063,"4,10-Dioxa-7-thia-3,6,8,11-tetraazatrideca-2,11-dienediamide, 2,12-bis(1-(methoxyimino)ethyl)-5,9-dioxo-N,N,N',N',6,8-hexamethyl-",Rat,CON=C(C)C(=NOC(=O)N(C)SN(C)C(=O)ON=C(C(=O)N(C)C)C(C)=NOC)C(=O)N(C)C,-4.313,log(mol/kg),https://doi.org/10.1021/tx900189p
6064,"2-Naphthalenol, 1-chloro-",Rat,Oc1ccc2ccccc2c1Cl,-1.888,log(mol/kg),https://doi.org/10.1021/tx900189p
6065,"Propanamide, N-(5-chloro-2-thiazolyl)- (9CI)",Rat,CCC(=O)Nc1ncc(Cl)s1,-2.781,log(mol/kg),https://doi.org/10.1021/tx900189p
6066,"Acetamide, 2-chloro-N-(2-ethoxy-6-methylphenyl)-N-(propoxymethyl)-",Rat,CCCOCN(C(=O)CCl)c1c(C)cccc1OCC,-2.155,log(mol/kg),https://doi.org/10.1021/tx900189p
6067,"Phosphorothioic acid, O,O-diethyl ester, S-ester with 2-(mercaptomethyl)-6-methyl-3(2H)-pyridazinone",Rat,CCOP(=O)(OCC)SCn1nc(C)ccc1=O,-4.6530000000000005,log(mol/kg),https://doi.org/10.1021/tx900189p
6068,"Benzenamine, 4-chloro-3-nitro-",Rat,Nc1ccc(Cl)c([N+](=O)[O-])c1,-2.635,log(mol/kg),https://doi.org/10.1021/tx900189p
6069,"Phosphorodithioic acid, O,O-dimethyl ester, S-ester with 6-ethyl-2-(mercaptomethyl)-3(2H)-pyridazinone",Rat,CCc1ccc(=O)n(CSP(=S)(OC)OC)n1,-3.992,log(mol/kg),https://doi.org/10.1021/tx900189p
6070,"3,5-Pyridinedicarboxylic acid, 1,4-dihydro-4-(1,3-benzodioxol-4-yl)-2,6-dimethyl-, ethyl methyl ester",Rat,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc2c1OCO2,-2.514,log(mol/kg),https://doi.org/10.1021/tx900189p
6071,"2,5-Cyclohexadien-1-one, 4-(chloroimino)-",Rat,O=C1C=CC(=NCl)C=C1,-3.151,log(mol/kg),https://doi.org/10.1021/tx900189p
6072,"Benzenemethanol, 3-phenoxy-",Rat,OCc1cccc(Oc2ccccc2)c1,-2.127,log(mol/kg),https://doi.org/10.1021/tx900189p
6073,"Benzeneacetamide, alpha-(acetyloxy)-N-(aminocarbonyl)- (9CI)",Rat,CC(=O)OC(C(=O)NC(N)=O)c1ccccc1,-2.051,log(mol/kg),https://doi.org/10.1021/tx900189p
6074,"Ether, butyl pentachlorophenyl (6CI,7CI)",Rat,CCCCOc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-2.73,log(mol/kg),https://doi.org/10.1021/tx900189p
6075,"Butanoic acid, 4-chloro-3-oxo-, ethyl ester",Rat,CCOC(=O)CC(=O)CCl,-2.915,log(mol/kg),https://doi.org/10.1021/tx900189p
6076,"Phosphorodithioic acid, O,O-diethyl ester, S-ester with 6-ethyl-2-(mercaptomethyl)-3(2H)-pyridazinone",Rat,CCOP(=S)(OCC)SCn1nc(CC)ccc1=O,-4.235,log(mol/kg),https://doi.org/10.1021/tx900189p
6077,"2-Butenoic acid, 3-methyl-, ethyl ester",Rat,CCOC(=O)C=C(C)C,-1.043,log(mol/kg),https://doi.org/10.1021/tx900189p
6078,"Benzoic acid, 2-(((((4-chloro-6-methoxy-2-pyrimidinyl)amino)carbonyl)amino)sulfonyl)-, ethyl ester",Rat,CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(Cl)cc(OC)n1,-2.005,log(mol/kg),https://doi.org/10.1021/tx900189p
6079,"Cyclopentanecarboxylic acid, 1-phenyl-, 2-(2-(dimethylamino)ethoxy) ethyl ester",Rat,CN(C)CCOCCOC(=O)C1(c2ccccc2)CCCC1,-2.381,log(mol/kg),https://doi.org/10.1021/tx900189p
6080,"Phosphorodithioic acid, O,O-dimethyl ester, S-ester with 2-(mercaptomethyl)-6-phenyl-3(2H)-pyridazinone",Rat,COP(=S)(OC)SCn1nc(-c2ccccc2)ccc1=O,-1.261,log(mol/kg),https://doi.org/10.1021/tx900189p
6081,"2-Propenoic acid, 2-methyl-, nitrilotri-2,1-ethanediyl ester (9CI)",Rat,C=C(C)C(=O)OCCN(CCOC(=O)C(=C)C)CCOC(=O)C(=C)C,-1.5,log(mol/kg),https://doi.org/10.1021/tx900189p
6082,"4H-1,3-Benzoxazin-4-one, 2,3-dihydro-2-isopropyl-",Rat,CC(C)C1NC(=O)c2ccccc2O1,-2.014,log(mol/kg),https://doi.org/10.1021/tx900189p
6083,"Phosphorodithioic acid, O,O-diethyl ester, S-ester with 2-(mercaptomethyl)-6-phenyl-3(2H)-pyridazinone",Rat,CCOP(=S)(OCC)SCn1nc(-c2ccccc2)ccc1=O,-2.824,log(mol/kg),https://doi.org/10.1021/tx900189p
6084,"1,3,5-Triazine-2,4,6(1H,3H,5H)-trithione",Rat,S=c1[nH]c(=S)[nH]c(=S)[nH]1,-1.271,log(mol/kg),https://doi.org/10.1021/tx900189p
6085,"Phosphorodithioic acid, O,O-diisopropyl ester, S-ester with 2-(mercaptomethyl)-6-phenyl-3(2H)-pyridazinone",Rat,CC(C)OP(=S)(OC(C)C)SCn1nc(-c2ccccc2)ccc1=O,-1.202,log(mol/kg),https://doi.org/10.1021/tx900189p
6086,"Butanoic acid, 2(or 3)-methyl-, 3-((3-(formylamino)-2-hydroxybenzoyl)amino)-8-hexyl-2,6-dimethyl-4,9-dioxo-1,5-dioxonan-7-yl ester, (2R-(2R*,3S*,6S*,7R*,8R*))-",Rat,CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C,-2.572,log(mol/kg),https://doi.org/10.1021/tx900189p
6087,"1-Naphthalenemethanamine, N-(6,6-dimethyl-2-hepten-4-ynyl)-N-methyl-, (E)-",Rat,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,-1.862,log(mol/kg),https://doi.org/10.1021/tx900189p
6088,"4-Morpholinecarboxylic acid, 2-(1,4-benzodioxan-2-yl)-2-hydroxyethyl ester",Rat,O=C(OCC(O)C1COc2ccccc2O1)N1CCOCC1,-2.314,log(mol/kg),https://doi.org/10.1021/tx900189p
6089,"1,2-Ethanediol, 1-(1,4-benzodioxan-2-yl)-, isobutylcarbamate",Rat,CC(C)CNC(=O)OCC(O)C1COc2ccccc2O1,-2.294,log(mol/kg),https://doi.org/10.1021/tx900189p
6090,"Phosphorodithioic acid, O,O-diisopropyl ester, S-ester with 6-chloro-2-(mercaptomethyl)-3(2H)-pyridazinone",Rat,CC(C)OP(=S)(OC(C)C)SCn1nc(Cl)ccc1=O,-3.274,log(mol/kg),https://doi.org/10.1021/tx900189p
6091,"Cyclopropanecarboxylic acid, 3-(2-chloro-3,3,3-trifluoro-1-propenyl)-2,2-dimethyl-, cyano(3-phenoxyphenyl)methyl ester, (1-alpha(S*),3-alpha(Z))- (+-)-",Rat,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-3.905,log(mol/kg),https://doi.org/10.1021/tx900189p
6092,"Uracil, 1-allyl-6-amino-3-ethyl-",Rat,C=CCn1c(N)cc(=O)n(CC)c1=O,-1.929,log(mol/kg),https://doi.org/10.1021/tx900189p
6093,"(1,1'-Biphenyl)-4-acetic acid, 2-fluoro-alpha-methyl-, 1-(acetyloxy)ethyl ester",Rat,CC(=O)OC(C)OC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1,-3.699,log(mol/kg),https://doi.org/10.1021/tx900189p
6094,"1,1'-Biphenyl, 4-methyl-",Rat,Cc1ccc(-c2ccccc2)cc1,-1.816,log(mol/kg),https://doi.org/10.1021/tx900189p
6095,"1,2-Ethanediol, 1-(1,4-benzodioxan-2-yl)-, butylcarbamate",Rat,CCCCNC(=O)OCC(O)C1COc2ccccc2O1,-2.294,log(mol/kg),https://doi.org/10.1021/tx900189p
6096,"Phosphorodithioic acid, O,O-dimethyl ester, S-ester with 6-bromo-2-(mercaptomethyl)-3(2H)-pyridazinone",Rat,COP(=S)(OC)SCn1nc(Br)ccc1=O,-4.964,log(mol/kg),https://doi.org/10.1021/tx900189p
6097,"1,2-Ethanediol, 1-(1,4-benzodioxan-2-yl)-, isopropylcarbamate",Rat,CC(C)NC(=O)OCC(O)C1COc2ccccc2O1,-2.273,log(mol/kg),https://doi.org/10.1021/tx900189p
6098,"Benzoic acid, 2-((2,6-dichloro-3-methylphenyl)amino)-",Rat,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,-3.472,log(mol/kg),https://doi.org/10.1021/tx900189p
6099,"Phosphorodithioic acid, O,O-diethyl ester, S-ester with 6-bromo-2-(mercaptomethyl)-3(2H)-pyridazinone",Rat,CCOP(=S)(OCC)SCn1nc(Br)ccc1=O,-4.095,log(mol/kg),https://doi.org/10.1021/tx900189p
6100,"2-Oxazolamine, 4,5-dihydro-5-((4-phenyl-1-piperazinyl)methyl)-",Rat,NC1=NCC(CN2CCN(c3ccccc3)CC2)O1,-2.656,log(mol/kg),https://doi.org/10.1021/tx900189p
6101,"1,2-Ethanediol, 1-(1,4-benzodioxan-2-yl)-, propylcarbamate",Rat,CCCNC(=O)OCC(O)C1COc2ccccc2O1,-2.273,log(mol/kg),https://doi.org/10.1021/tx900189p
6102,"Phosphonous dichloride, phenyl-",Rat,ClP(Cl)c1ccccc1,-2.952,log(mol/kg),https://doi.org/10.1021/tx900189p
6103,"Ethanesulfonamide, 2-((((2-chloroethyl)amino)carbonyl)amino)-N,N-dimethyl-",Rat,CN(C)S(=O)(=O)CCNC(=O)NCCCl,-3.712,log(mol/kg),https://doi.org/10.1021/tx900189p
6104,"Phosphorodithioic acid, O,O-dimethyl ester, S-ester with 6-chloro-2-(mercaptomethyl)-5-methyl-3(2H)-pyridazinone",Rat,COP(=S)(OC)SCn1nc(Cl)c(C)cc1=O,-3.685,log(mol/kg),https://doi.org/10.1021/tx900189p
6105,"Ethanesulfonamide, 2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)-N,N-diethyl-",Rat,CCN(CC)S(=O)(=O)CCNC(=O)N(CCCl)N=O,-3.72,log(mol/kg),https://doi.org/10.1021/tx900189p
6106,"Phosphorodithioic acid, O,O-diethyl ester, S-ester with 6-chloro-2-(mercaptomethyl)-5-methyl-3(2H)-pyridazinone",Rat,CCOP(=S)(OCC)SCn1nc(Cl)c(C)cc1=O,-3.5810000000000004,log(mol/kg),https://doi.org/10.1021/tx900189p
6107,"7H-Purine-7-acetic acid, 1,2,3,6-tetrahydro-1,3-dimethyl-2,6-dioxo- (9CI)",Rat,Cn1c(=O)c2c(ncn2CC(=O)O)n(C)c1=O,-2.423,log(mol/kg),https://doi.org/10.1021/tx900189p
6108,"1,2-Ethanediol, 1-(1,4-benzodioxan-2-yl)-, 2-cyclopropylcarbamate",Rat,O=C(NC1CC1)OCC(O)C1COc2ccccc2O1,-2.27,log(mol/kg),https://doi.org/10.1021/tx900189p
6109,"Phosphorodithioic acid, O,O-diisopropyl ester, S-ester with 6-chloro-2-(mercaptomethyl)-5-methyl-3(2H)-pyridazinone",Rat,Cc1cc(=O)n(CSP(=S)(OC(C)C)OC(C)C)nc1Cl,-3.528,log(mol/kg),https://doi.org/10.1021/tx900189p
6110,"Carbonochloridothioic acid, S-propyl ester",Rat,CCCSC(=O)Cl,-2.089,log(mol/kg),https://doi.org/10.1021/tx900189p
6111,Ethylenetetracarbonitrile,Rat,N#CC(C#N)=C(C#N)C#N,-4.409,log(mol/kg),https://doi.org/10.1021/tx900189p
6112,"Ethanesulfonamide, 2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)-",Rat,NS(=O)(=O)CCNC(=O)N(CCCl)N=O,-3.811,log(mol/kg),https://doi.org/10.1021/tx900189p
6113,"Benzoic acid, p-chlorothio-, O-ethyl ester",Rat,CCOC(=S)c1ccc(Cl)cc1,-2.305,log(mol/kg),https://doi.org/10.1021/tx900189p
6114,"Phosphorothioic acid, O,O-diethyl ester, S-ester with 6-chloro-2-(mercaptomethyl)-5-methyl-3(2H)-pyridazinone",Rat,CCOP(=O)(OCC)SCn1nc(Cl)c(C)cc1=O,-4.083,log(mol/kg),https://doi.org/10.1021/tx900189p
6115,"Piperidine, 1-((2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)ethyl)sulfonyl)-",Rat,O=NN(CCCl)C(=O)NCCS(=O)(=O)N1CCCCC1,-3.417,log(mol/kg),https://doi.org/10.1021/tx900189p
6116,"Phosphorotrithioic acid, S,S,S-trimethyl ester",Rat,CSP(=O)(SC)SC,-3.798,log(mol/kg),https://doi.org/10.1021/tx900189p
6117,"1,3-Propanediol, 2-ethyl-2-(hydroxymethyl)-, diallyl ether",Rat,C=CCOCC(CC)(CO)COCC=C,-1.518,log(mol/kg),https://doi.org/10.1021/tx900189p
6118,"Pyrazine, 2-ethyl-3,5-dimethyl-",Rat,CCc1ncc(C)nc1C,-2.475,log(mol/kg),https://doi.org/10.1021/tx900189p
6119,"Phosphorothioic acid, O,O-diethyl ester, S-ester with 2-(mercaptomethyl)-3(2H)-pyridazinone",Rat,CCOP(=O)(OCC)SCn1ncccc1=O,-5.143,log(mol/kg),https://doi.org/10.1021/tx900189p
6120,"Ethanesulfonamide, 2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)-N-methyl-",Rat,CNS(=O)(=O)CCNC(=O)N(CCCl)N=O,-3.834,log(mol/kg),https://doi.org/10.1021/tx900189p
6121,"1H-Indene-1,3(2H)-dione, 2-(3,5-bis(1,1-dimethylethyl)phenyl)- (9CI)",Rat,CC(C)(C)c1cc(C2C(=O)c3ccccc3C2=O)cc(C(C)(C)C)c1,-3.237,log(mol/kg),https://doi.org/10.1021/tx900189p
6122,"Ethanesulfonamide, 2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)-N,N-dipropyl-",Rat,CCCN(CCC)S(=O)(=O)CCNC(=O)N(CCCl)N=O,-3.137,log(mol/kg),https://doi.org/10.1021/tx900189p
6123,"Pyrrolidine, 1-(2-(4-(3,4-dihydro-7-methoxy-2,2-dimethyl-3-phenyl-2H-1-benzopyran-4-yl)phenoxy)ethyl)-, cis-",Rat,COc1ccc2c(c1)OC(C)(C)C(c1ccccc1)C2c1ccc(OCCN2CCCC2)cc1,-2.359,log(mol/kg),https://doi.org/10.1021/tx900189p
6124,"Ethanesulfonamide, 2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)-N-(phenylmethyl)-",Rat,O=NN(CCCl)C(=O)NCCS(=O)(=O)NCc1ccccc1,-3.145,log(mol/kg),https://doi.org/10.1021/tx900189p
6125,"Acetamide, 2-bromo-",Rat,NC(=O)CBr,-3.14,log(mol/kg),https://doi.org/10.1021/tx900189p
6126,"(1,1'-Biphenyl)-4-acetamide, N-2-pyridinyl- (9CI)",Rat,O=C(Cc1ccc(-c2ccccc2)cc1)Nc1ccccn1,-2.191,log(mol/kg),https://doi.org/10.1021/tx900189p
6127,"1,2-Ethanediol, 1-(1,4-benzodioxan-2-yl)-, 2-(allylcarbamate)",Rat,C=CCNC(=O)OCC(O)C1COc2ccccc2O1,-2.27,log(mol/kg),https://doi.org/10.1021/tx900189p
6128,"Propionaldehyde, 3-(2-chloroethoxy)-, bis(2-chloroethyl) acetal",Rat,ClCCOCCC(OCCCl)OCCCl,-2.595,log(mol/kg),https://doi.org/10.1021/tx900189p
6129,"Ethanesulfonamide, 2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)-N-(2-hydroxyethyl)-N-methyl-",Rat,CN(CCO)S(=O)(=O)CCNC(=O)N(CCCl)N=O,-3.5460000000000003,log(mol/kg),https://doi.org/10.1021/tx900189p
6130,"Phenol, 2-(2-chloro-1-methoxyethoxy)-, methylcarbamate",Rat,CNC(=O)Oc1ccccc1OC(CCl)OC,-3.865,log(mol/kg),https://doi.org/10.1021/tx900189p
6131,"Hexahydro-1,3,5-trinitroso-1,3,5-triazine",Rat,O=NN1CN(N=O)CN(N=O)C1,-3.037,log(mol/kg),https://doi.org/10.1021/tx900189p
6132,"Benzenepropanaminium, gamma-(aminocarbonyl)-N-ethyl-N,N-dimethyl-gamma-phenyl- (9CI)",Rat,CC[N+](C)(C)CCC(C(N)=O)(c1ccccc1)c1ccccc1,-2.363,log(mol/kg),https://doi.org/10.1021/tx900189p
6133,"1-Pentanesulfonamide, 5-((((2-chloroethyl)nitrosoamino)carbonyl)amino)-N,N-dimethyl-",Rat,CN(C)S(=O)(=O)CCCCCNC(=O)N(CCCl)N=O,-3.119,log(mol/kg),https://doi.org/10.1021/tx900189p
6134,"Propionitrile, 3-(methylamino)- (6CI,7CI,8CI)",Rat,CNCCC#N,-1.571,log(mol/kg),https://doi.org/10.1021/tx900189p
6135,"Phenol, (((2-((2-aminoethyl)amino)ethyl)amino)methyl)-",Rat,NCCNCCNCc1ccccc1O,-1.959,log(mol/kg),https://doi.org/10.1021/tx900189p
6136,"Heptylamine, 1-methyl-",Rat,CCCCCCC(C)N,-3.007,log(mol/kg),https://doi.org/10.1021/tx900189p
6137,"Sulfilimine, N-((4-(dipropylamino)-3,5-dinitrophenyl)sulfonyl)-S,S-dimethyl- (9CI)",Rat,CCCN(CCC)c1c([N+](=O)[O-])cc(S(=O)(=O)N=S(C)C)cc1[N+](=O)[O-],-2.3080000000000003,log(mol/kg),https://doi.org/10.1021/tx900189p
6138,"1-Butanesulfonamide, 4-((((2-chloroethyl)nitrosoamino)carbonyl)amino)-N,N-dimethyl-",Rat,CN(C)S(=O)(=O)CCCCNC(=O)N(CCCl)N=O,-3.1,log(mol/kg),https://doi.org/10.1021/tx900189p
6139,"4-Piperidinecarboxamide, 1-(3-(2-(methylsulfonyl)-10H-phenothiazin-10-yl)propyl)-",Rat,CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2,-2.659,log(mol/kg),https://doi.org/10.1021/tx900189p
6140,"Thiophene, 3-bromotetrahydro-, 1,1-dioxide (6CI,7CI,8CI,9CI)",Rat,O=S1(=O)CCC(Br)C1,-2.967,log(mol/kg),https://doi.org/10.1021/tx900189p
6141,"Butyric acid, 4-(2,4-dichlorophenoxy)-, isobutyl ester",Rat,CC(C)COC(=O)CCCOc1ccc(Cl)cc1Cl,-3.007,log(mol/kg),https://doi.org/10.1021/tx900189p
6142,"Ethanesulfonamide, 2-((((2-chloroethyl)nitrosoamino)carbonyl)amino)-N-ethyl-N-propyl-",Rat,CCCN(CC)S(=O)(=O)CCNC(=O)N(CCCl)N=O,-3.119,log(mol/kg),https://doi.org/10.1021/tx900189p
6143,"Ethanol, 2,2'-oxybis-, dinitrate",Rat,O=[N+]([O-])OCCOCCO[N+](=O)[O-],-2.416,log(mol/kg),https://doi.org/10.1021/tx900189p
6144,"Ethanimidothioic acid, N-(((methylamino)carbonyl)oxy)-, 1-(aminocarbonyl)propyl ester",Rat,CCC(SC(C)=NOC(=O)NC)C(N)=O,-4.2189999999999985,log(mol/kg),https://doi.org/10.1021/tx900189p
6145,"Diazene, bis(3,4-dichlorophenyl)- (9CI)",Rat,Clc1ccc(N=Nc2ccc(Cl)c(Cl)c2)cc1Cl,-1.806,log(mol/kg),https://doi.org/10.1021/tx900189p
6146,"Cyclohex-1,2-ylenediamine",Rat,NC1CCCCC1N,-1.399,log(mol/kg),https://doi.org/10.1021/tx900189p
6147,"Benzoic acid, 2-((((4-chlorophenyl)methoxy)imino)methyl)-6-hydroxy-",Rat,O=C(O)c1c(O)cccc1C=NOCc1ccc(Cl)cc1,-2.475,log(mol/kg),https://doi.org/10.1021/tx900189p
6148,"2-Furaldehyde, 5-nitro-, 4,4-diethyl-3-thiosemicarbazone",Rat,CCN(CC)C(=S)NN=Cc1ccc([N+](=O)[O-])o1,-2.557,log(mol/kg),https://doi.org/10.1021/tx900189p
6149,"Ethanimidothioic acid, N-(((methylamino)carbonyl)oxy)-, 2-amino-1-methyl-2-oxoethyl ester",Rat,CNC(=O)ON=C(C)SC(C)C(N)=O,-3.964,log(mol/kg),https://doi.org/10.1021/tx900189p
6150,"2,1-Benzisothiazole, 3-(methylamino)-",Rat,CNc1snc2ccccc12,-2.613,log(mol/kg),https://doi.org/10.1021/tx900189p
6151,"Carbamic acid, (4-nitrophenyl)-, 3-pyridinylmethyl ester",Rat,O=C(Nc1ccc([N+](=O)[O-])cc1)OCc1cccnc1,-4.29,log(mol/kg),https://doi.org/10.1021/tx900189p
6152,"Benzene, 1-(bromomethyl)-3-phenoxy-",Rat,BrCc1cccc(Oc2ccccc2)c1,-2.0540000000000003,log(mol/kg),https://doi.org/10.1021/tx900189p
6153,"1,4-Benzenediol, 2,3,5-trimethyl-",Rat,Cc1cc(O)c(C)c(C)c1O,-1.6769999999999998,log(mol/kg),https://doi.org/10.1021/tx900189p
6154,"Ethanimidothioic acid, N-(((methylamino)carbonyl)oxy)-, 2-amino-2-oxoethyl ester",Rat,CNC(=O)ON=C(C)SCC(N)=O,-3.559,log(mol/kg),https://doi.org/10.1021/tx900189p
6155,"1-Piperidinecarbothioic acid, (5-nitrofurfurylidene)hydrazide",Rat,O=[N+]([O-])c1ccc(C=NNC(=S)N2CCCCC2)o1,-2.576,log(mol/kg),https://doi.org/10.1021/tx900189p
6156,"Ethanimidothioic acid, N-(((methylamino)carbonyl)oxy)-, 2-(dimethylamino)-2-oxoethyl ester",Rat,CNC(=O)ON=C(C)SCC(=O)N(C)C,-4.377,log(mol/kg),https://doi.org/10.1021/tx900189p
6157,"1-Pyrrolidinecarbothioic acid, (5-nitrofurfurylidene)hydrazide",Rat,O=[N+]([O-])c1ccc(C=NNC(=S)N2CCCC2)o1,-2.5540000000000003,log(mol/kg),https://doi.org/10.1021/tx900189p
6158,"Benzoic acid, 2-((2,4-dichloro-1-naphthalenyl)amino)-",Rat,O=C(O)c1ccccc1Nc1c(Cl)cc(Cl)c2ccccc12,-1.592,log(mol/kg),https://doi.org/10.1021/tx900189p
6159,"Phosphoric acid, monophenyl ester",Rat,O=P(O)(O)Oc1ccccc1,-1.881,log(mol/kg),https://doi.org/10.1021/tx900189p
6160,3-Hydroxy-5-(mercaptomethyl)-2-methyl-4-pyridinemethanol (9CI),Rat,Cc1ncc(CS)c(CO)c1O,-2.154,log(mol/kg),https://doi.org/10.1021/tx900189p
6161,"2-Furaldehyde, 5-nitro-, 4,4-dimethyl-3-thiosemicarbazone",Rat,CN(C)C(=S)NN=Cc1ccc([N+](=O)[O-])o1,-2.509,log(mol/kg),https://doi.org/10.1021/tx900189p
6162,"Ethanimidothioic acid, N-(((methylamino)carbonyl)oxy)-, 2-oxo-2-(1-pyrrolidinyl)ethyl ester",Rat,CNC(=O)ON=C(C)SCC(=O)N1CCCC1,-4.023,log(mol/kg),https://doi.org/10.1021/tx900189p
6163,"Urea, 1-phenyl-3-(1,2,3-thiadiazol-5-yl)-",Rat,O=C(Nc1ccccc1)Nc1cnns1,-1.615,log(mol/kg),https://doi.org/10.1021/tx900189p
6164,"1-Piperazinecarboxylic acid, 4-methyl-, (5-nitrofurfurylidene)hydrazide",Rat,CN1CCN(C(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,-2.574,log(mol/kg),https://doi.org/10.1021/tx900189p
6165,"Propanimidothioic acid, 2,2-dimethyl-N-(((methylamino)carbonyl)oxy)-, 2-amino-2-oxoethyl ester",Rat,CNC(=O)ON=C(SCC(N)=O)C(C)(C)C,-4.544,log(mol/kg),https://doi.org/10.1021/tx900189p
6166,"Cyclopentene, 1,2-dichloro-3,3,4,4,5,5-hexafluoro-",Rat,FC1(F)C(Cl)=C(Cl)C(F)(F)C1(F)F,-2.942,log(mol/kg),https://doi.org/10.1021/tx900189p
6167,"1,2-Benzenedicarbonitrile, 3-nitro-",Rat,N#Cc1cccc([N+](=O)[O-])c1C#N,-2.088,log(mol/kg),https://doi.org/10.1021/tx900189p
6168,"Carbamothioic acid, dibutyl-, S-(phenylmethyl) ester",Rat,CCCCN(CCCC)C(=O)SCc1ccccc1,-1.6980000000000002,log(mol/kg),https://doi.org/10.1021/tx900189p
6169,"4-Biphenylacetic acid, ethyl ester",Rat,CCOC(=O)Cc1ccc(-c2ccccc2)cc1,-2.795,log(mol/kg),https://doi.org/10.1021/tx900189p
6170,"Propionamide, 2-(p-chlorophenoxy)-N-(2-(dimethylamino)ethyl)-2-methyl-",Rat,CN(C)CCNC(=O)C(C)(C)Oc1ccc(Cl)cc1,-3.341,log(mol/kg),https://doi.org/10.1021/tx900189p
6171,"Phenol, p-(1-cyclohexen-1-yl)-",Rat,Oc1ccc(C2=CCCCC2)cc1,-1.789,log(mol/kg),https://doi.org/10.1021/tx900189p
6172,"4-Pentyn-2-one, 3-hydroxy-3-methyl-5-phenyl-, oxime",Rat,CC(=NO)C(C)(O)C#Cc1ccccc1,-1.813,log(mol/kg),https://doi.org/10.1021/tx900189p
6173,"Propanoic acid, 2-methyl-3-((2,4,6-triiodo-3-((1-(4-morpholinyl)ethylidene)amino)benzoyl)amino)-",Rat,CC(=Nc1c(I)cc(I)c(C(=O)NCC(C)C(=O)O)c1I)N1CCOCC1,-1.676,log(mol/kg),https://doi.org/10.1021/tx900189p
6174,"1,4-Naphthalenedione, 2-(4-(1,1-dimethylpropyl)cyclohexyl)-3-hydroxy-",Rat,CCC(C)(C)C1CCC(C2=C(O)C(=O)c3ccccc3C2=O)CC1,-2.213,log(mol/kg),https://doi.org/10.1021/tx900189p
6175,"Phosphoric acid, diethyl 3-methyl-4-(methylsulfonyl)phenyl ester",Rat,CCOP(=O)(OCC)Oc1ccc(S(C)(=O)=O)c(C)c1,-4.598,log(mol/kg),https://doi.org/10.1021/tx900189p
6176,"Hydroperoxide, (m-phenylenediisopropylidene)di-",Rat,CC(C)(OO)c1cccc(C(C)(C)OO)c1,-2.1790000000000003,log(mol/kg),https://doi.org/10.1021/tx900189p
