id,comp_id,compound_name,species,ld50,units,source
6352,6325,"Phenol, 2-methoxy-4-(2-propenyl)-, methylcarbamate (9CI)",Rat,2.947,log(kg/mol),https://doi.org/10.1021/tx900189p
6353,6326,"Urea, N-(4-nitrophenyl)-N'-(3-pyridinylmethyl)-",Rat,4.643,log(kg/mol),https://doi.org/10.1021/tx900189p
6354,6327,"Cyclohexanepropionic acid, 1-benzyl-2-oxo-",Rat,2.114,log(kg/mol),https://doi.org/10.1021/tx900189p
6355,6328,"Ethanamine, 2-(4-(2-chloro-1,2-diphenylethenyl)phenoxy)-N,N-diethyl-",Rat,1.849,log(kg/mol),https://doi.org/10.1021/tx900189p
6356,6329,"Carbamic acid, methyl-, 2-methoxy-4-propenylphenyl ester",Rat,2.646,log(kg/mol),https://doi.org/10.1021/tx900189p
6357,6330,"Benzimidazole, 4-bromo-5,6-dichloro-2-(trifluoromethyl)-",Rat,5.18,log(kg/mol),https://doi.org/10.1021/tx900189p
6358,6331,"Adenosine, N-(2,2-diphenylethyl)-",Rat,3.431,log(kg/mol),https://doi.org/10.1021/tx900189p
6359,6332,"1,2,4-Triazin-3-amine, 2,5-dihydro-6-(2,3-dichlorophenyl)-5-imino-2-(1-methylethyl)-",Rat,3.115,log(kg/mol),https://doi.org/10.1021/tx900189p
6360,6333,"1-Penten-3-ol, 3-methyl-",Rat,2.156,log(kg/mol),https://doi.org/10.1021/tx900189p
6361,6334,"Phosphorothioic acid, O,O-dimethyl O-thymyl ester",Rat,2.563,log(kg/mol),https://doi.org/10.1021/tx900189p
6362,6335,"Benzimidazole, 5-chloro-4,6-dibromo-2-(trifluoromethyl)-",Rat,4.65,log(kg/mol),https://doi.org/10.1021/tx900189p
6363,6336,"Indazole, 3-((3-(2,6-dimethylpiperidino)propyl)amino)-",Rat,2.612,log(kg/mol),https://doi.org/10.1021/tx900189p
6364,6337,"2-Propenenitrile, 2-chloro-",Rat,3.544,log(kg/mol),https://doi.org/10.1021/tx900189p
6365,6338,"Phosphorothioic acid, O-(4-allyl-2-methoxyphenyl) O,O-dimethyl ester",Rat,3.062,log(kg/mol),https://doi.org/10.1021/tx900189p
6366,6339,"1-Piperidinepropanol, alpha,alpha-diphenyl-, methanesulfonate (ester)",Rat,2.479,log(kg/mol),https://doi.org/10.1021/tx900189p
6367,6340,"Acrylamide, N-(hydroxymethyl)-2-methyl- (6CI,8CI)",Rat,2.611,log(kg/mol),https://doi.org/10.1021/tx900189p
6368,6341,"Acetamide, N-(2,4-dimethyl-5-(((trifluoromethyl)sulfonyl)amino)phenyl)-",Rat,1.89,log(kg/mol),https://doi.org/10.1021/tx900189p
6369,6342,"Not Available",Rat,2.721,log(kg/mol),https://doi.org/10.1021/tx900189p
6370,6343,"Phosphorothioic acid, O,O-dimethyl O-(2-methoxy-4-propenylphenyl) ester",Rat,3.062,log(kg/mol),https://doi.org/10.1021/tx900189p
6371,6344,"Propaneperoxoic acid, 2,2-dimethyl-, 1,1-dimethylethyl ester",Rat,1.608,log(kg/mol),https://doi.org/10.1021/tx900189p
6372,6345,"Benzene, 1-(chloromethyl)-3-phenoxy-",Rat,2.252,log(kg/mol),https://doi.org/10.1021/tx900189p
6373,6346,"1H-Pyrrole-2-acetamide, 1-methyl-5-(4-methylbenzoyl)-N-(2-(1,2,3,6-tetrahydro-1,3-dimethyl-2,6-dioxo-7H-purin-7-yl)ethyl)-",Rat,2.586,log(kg/mol),https://doi.org/10.1021/tx900189p
6374,6347,"Phosphorothioic acid, O-carvacryl O,O-dimethyl ester",Rat,2.563,log(kg/mol),https://doi.org/10.1021/tx900189p
6375,6348,"1H-Pyrazole-1-methanol, 3-methyl-",Rat,1.832,log(kg/mol),https://doi.org/10.1021/tx900189p
6376,6349,"Benzene, 1-(dichloromethyl)-3-phenoxy-",Rat,1.625,log(kg/mol),https://doi.org/10.1021/tx900189p
6377,6350,"Silanetriamine, N,N,N',N',N'',N''-hexamethyl-",Rat,2.434,log(kg/mol),https://doi.org/10.1021/tx900189p
6378,6199,"2-Butenedinitrile, (Z)-",Rat,3.29,log(kg/mol),https://doi.org/10.1021/tx900189p
6379,6351,"1,6-Hexanediamine, N-((triethoxysilyl)methyl)-",Rat,2.767,log(kg/mol),https://doi.org/10.1021/tx900189p
6380,6352,"Phosphonothioic acid, (2-oxo-3-thiazolidinyl)-, O-ethyl S-(1-methylpropyl) ester",Rat,3.696,log(kg/mol),https://doi.org/10.1021/tx900189p
6381,6353,"Heptanoic acid, 7-amino-",Rat,1.208,log(kg/mol),https://doi.org/10.1021/tx900189p
6382,6354,"Phenol, (((2-aminoethyl)amino)methyl)-",Rat,1.652,log(kg/mol),https://doi.org/10.1021/tx900189p
6383,6355,"Cyclopentene, 3,3'-oxybis- (9CI)",Rat,2.282,log(kg/mol),https://doi.org/10.1021/tx900189p
6384,6356,"Pyrazole-3-methanol, 4-chloro-alpha,alpha-diethyl-",Rat,2.903,log(kg/mol),https://doi.org/10.1021/tx900189p
6385,6357,"Benzoic acid, 2-((3-(3,4-dimethoxyphenyl)-1-oxo-2-propenyl)amino)-",Rat,2.474,log(kg/mol),https://doi.org/10.1021/tx900189p
6386,6358,"Ethanol, 2-(2-(ethenyloxy)ethoxy)- (9CI)",Rat,1.428,log(kg/mol),https://doi.org/10.1021/tx900189p
6387,6359,"5H-(1)Benzopyrano(2,3-b)pyridin-5-one, 7-acetyl-",Rat,2.154,log(kg/mol),https://doi.org/10.1021/tx900189p
6388,6360,"Peroxide, (vinylsilylidyne)tris(tert-butyl- (6CI,7CI)",Rat,2.289,log(kg/mol),https://doi.org/10.1021/tx900189p
6389,6361,Tridecylhexaethoxylate,Rat,2.521,log(kg/mol),https://doi.org/10.1021/tx900189p
6390,6362,"1,2-Propanediol, 3-(4-phenyl-1-piperazinyl)-, (R)-",Rat,2.516,log(kg/mol),https://doi.org/10.1021/tx900189p
6391,6363,"1H-Isoindole-1,3(2H)-dione, 2-((4-methylphenyl)thio)-",Rat,1.726,log(kg/mol),https://doi.org/10.1021/tx900189p
6392,6364,"Estr-4-en-3-one, 17-((((2-chloroethyl)nitrosoamino)carbonyl)oxy)-, (17-beta)-",Rat,2.271,log(kg/mol),https://doi.org/10.1021/tx900189p
6393,6365,"Propane, 1,2-epoxy-3-methoxy-",Rat,2.284,log(kg/mol),https://doi.org/10.1021/tx900189p
6394,6362,"1,2-Propanediol, 3-(4-phenylpiperazin-1-yl)-, S(-)-",Rat,2.426,log(kg/mol),https://doi.org/10.1021/tx900189p
6395,6366,"Benzyl alcohol, p-amino-alpha-((sec-butylamino)methyl)-",Rat,2.506,log(kg/mol),https://doi.org/10.1021/tx900189p
6396,6367,"4H-1,3,2-Benzodioxaphosphorin-2-amine, N,N-diethyl-6-nitro-, 2-sulfide",Rat,3.304,log(kg/mol),https://doi.org/10.1021/tx900189p
6397,6368,"2-Propenoic acid, 2-(ethylthio)ethyl ester (9CI)",Rat,1.807,log(kg/mol),https://doi.org/10.1021/tx900189p
6398,6369,1-Hydroxy-1-cyclohexanecarbonitrile,Rat,4.097,log(kg/mol),https://doi.org/10.1021/tx900189p
6399,6370,"1-Propanesulfonic acid, 2-methyl-2-((1-oxo-2-propenyl)amino)-",Rat,1.584,log(kg/mol),https://doi.org/10.1021/tx900189p
6400,6371,"2,5-Cyclohexadiene-1,4-dione, 2,3,5-trimethyl-",Rat,2.876,log(kg/mol),https://doi.org/10.1021/tx900189p
6401,6372,"2',6'-Acetoxylidide, 2-chloro-N-(2-ethylenedioxyethyl)-",Rat,1.977,log(kg/mol),https://doi.org/10.1021/tx900189p
6402,6373,"4H-1,3,2-Benzodioxaphosphorin-2-amine, N,N-dimethyl-6-nitro-, 2-sulfide",Rat,3.341,log(kg/mol),https://doi.org/10.1021/tx900189p
6403,6374,"4-Thia-1-azabicyclo(3.2.0)hept-2-ene-2-carboxylic acid, 3-(((aminocarbonyl)oxy)methyl)-6-(1-hydroxyethyl)-7-oxo-, (acetyloxy)methyl ester, (5R-(5-alpha,6-beta(R*)))-",Rat,1.698,log(kg/mol),https://doi.org/10.1021/tx900189p
6404,6375,"Phosphonodithioic acid, ethyl-, O-methyl ester, S-ester with 3-(mercaptomethyl)oxazolo(4,5-b)pyridin-2(3H)-one",Rat,2.811,log(kg/mol),https://doi.org/10.1021/tx900189p
6405,6376,"Benzonitrile, 4-chloro-3-nitro-",Rat,1.95,log(kg/mol),https://doi.org/10.1021/tx900189p
6406,6377,"Bicyclo(2.2.1)heptane-2-carbonitrile, 5-chloro-6-((((methylamino)carbonyl)oxy)imino)-, (1S-(1alpha,2beta,4alpha,5alpha,6E))-",Rat,4.104,log(kg/mol),https://doi.org/10.1021/tx900189p
6407,6378,"1-Imidazolecarboxylic acid, 2,4,5-tribromo-, butyl ester",Rat,3.964,log(kg/mol),https://doi.org/10.1021/tx900189p
6408,6379,"1,3-Cyclohexanedione, 5-(2-(ethylthio)propyl)-2-(1-oxopropyl)-",Rat,3.202,log(kg/mol),https://doi.org/10.1021/tx900189p
6409,6380,"Silane, trichloro(2-phenylethyl)-",Rat,1.928,log(kg/mol),https://doi.org/10.1021/tx900189p
6410,6381,"1,3-Oxathiolan-4-one, O-((methylamino)carbonyl)oxime, syn-",Rat,3.556,log(kg/mol),https://doi.org/10.1021/tx900189p
6411,6382,"Carbonic acid, ethyl 1-((2-methyl-3-((2-pyridinylamino)carbonyl)-2H-1,2-benzothiazin-4-yl)oxy)ethyl ester, S,S-dioxide",Rat,2.777,log(kg/mol),https://doi.org/10.1021/tx900189p
6412,6383,"1,3-Oxathiolan-4-one, 2-methyl-, O-((methylamino)carbonyl)oxime, (Z)-",Rat,4.2,log(kg/mol),https://doi.org/10.1021/tx900189p
6413,6384,"Benzamide, 2-iodo-N-phenyl- (9CI)",Rat,1.703,log(kg/mol),https://doi.org/10.1021/tx900189p
6414,6385,"1,2-Dithiolane-3-pentanamide (9CI)",Rat,2.016,log(kg/mol),https://doi.org/10.1021/tx900189p
6415,6386,"1H-Carbazole, 2,3,4,9-tetrahydro- (9CI)",Rat,1.81,log(kg/mol),https://doi.org/10.1021/tx900189p
6416,6387,"2,4-Imidazolidinedione, 5-ethyl-5-methyl-1,3-bis(oxiranylmethyl)-",Rat,3.007,log(kg/mol),https://doi.org/10.1021/tx900189p
6417,6388,"1,3-Oxathiolan-4-one, 5-methyl-, O-((methylamino)carbonyl)oxime, (Z)-",Rat,4.2,log(kg/mol),https://doi.org/10.1021/tx900189p
6418,6389,"3,5-Pyridinedicarboxylic acid, 1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-, methyl 3-phenyl-2-propenyl ester, (E)-",Rat,2.179,log(kg/mol),https://doi.org/10.1021/tx900189p
6419,6390,"Phenol, 2-octyl- (9CI)",Rat,1.867,log(kg/mol),https://doi.org/10.1021/tx900189p
6420,6391,"1,6-Hexanediamine, N-((diethoxymethylsilyl)methyl)-",Rat,2.641,log(kg/mol),https://doi.org/10.1021/tx900189p
6421,6392,"1,4-Oxathiolan-3-one, O-((methylamino)carbonyl)oxime, (Z)-",Rat,3.711,log(kg/mol),https://doi.org/10.1021/tx900189p
6422,6393,"Phosphorodithioic acid, O-methyl S,S-bis(1-methylethyl) ester",Rat,3.283,log(kg/mol),https://doi.org/10.1021/tx900189p
6423,6394,"Spiro(4H-1-benzopyran-4,4'-imidazolidine)-2',5'-dione, 2,3-dihydro-2,2-dimethyl-6-fluoro-1'-(3-(4-hydroxy-1-piperidinyl)propyl)-",Rat,2.716,log(kg/mol),https://doi.org/10.1021/tx900189p
6424,6395,"Carbamic acid, (hydroxymethyl)methyl-, 1-naphthalenyl ester (9CI)",Rat,1.635,log(kg/mol),https://doi.org/10.1021/tx900189p
6425,6377,"2-Norbornanecarbonitrile, 5-chloro-6-oxo-, O-(methylcarbamoyl)oxime, endo-2,exo-5-",Rat,3.985,log(kg/mol),https://doi.org/10.1021/tx900189p
6426,6383,"1,3-Oxathiolan-4-one, 2-methyl-, O-((methylamino)carbonyl)oxime, anti-",Rat,3.589,log(kg/mol),https://doi.org/10.1021/tx900189p
6427,6396,"1,3,5-Triazine, hexahydro-1,3,5-tris(1-oxo-2-propenyl)-",Rat,2.853,log(kg/mol),https://doi.org/10.1021/tx900189p
6428,6397,"Spiro(4H-1-benzopyran-4,4'-imidazolidine)-2',5'-dione, 2,3-dihydro-6-chloro-2,2-dimethyl-1'-(3-(4-hydroxy-1-piperidinyl)propyl)-",Rat,2.692,log(kg/mol),https://doi.org/10.1021/tx900189p
6429,6398,"1,3-Oxathiolan-4-one, 2-ethyl-, O-((methylamino)carbonyl)oxime, (Z)-",Rat,3.532,log(kg/mol),https://doi.org/10.1021/tx900189p
6430,6399,"1,2-Ethanediamine, N'-(6-chloro-8-methyl-5-quinolinyl)-N,N-diethyl- (9CI)",Rat,2.511,log(kg/mol),https://doi.org/10.1021/tx900189p
6431,6400,"4(3H)-Quinazolinone, 6-amino-2-methyl-3-(o-tolyl)-",Rat,3.646,log(kg/mol),https://doi.org/10.1021/tx900189p
6432,6401,"1,3-Oxathiolan-4-one, 5-ethyl-, O-((methylamino)carbonyl)oxime, (Z)-",Rat,3.93,log(kg/mol),https://doi.org/10.1021/tx900189p
6433,6402,"(1,2,4)Triazolo(1,5-a)pyrimidin-7-amine, N,N-diethyl-5-methyl-",Rat,2.941,log(kg/mol),https://doi.org/10.1021/tx900189p
6434,6403,"1H-1,2,4-Triazole, 1,5-bis(4-chlorophenyl)-3-(methylthio)-",Rat,2.64,log(kg/mol),https://doi.org/10.1021/tx900189p
6435,6404,"(1,1'-Biphenyl)-4-acetic acid, alpha-2-butenyl-",Rat,2.425,log(kg/mol),https://doi.org/10.1021/tx900189p
6436,6405,"1H-Indene-1,3(2H)-dione, 2-(2,4,6-trimethylphenyl)-",Rat,2.422,log(kg/mol),https://doi.org/10.1021/tx900189p
6437,6406,"1,3-Oxathiolan-4-one, 5-propyl-, O-((methylamino)carbonyl)oxime, (Z)-",Rat,3.42,log(kg/mol),https://doi.org/10.1021/tx900189p
6438,6407,"1H-1,2,4-Triazole, 1-(4-chlorophenyl)-5-(4-fluorophenyl)-3-(methylsulfonyl)-",Rat,3.166,log(kg/mol),https://doi.org/10.1021/tx900189p
6439,6408,"Piperidine, 1-((5-methyl-4-isoxazolyl)carbonyl)-",Rat,2.195,log(kg/mol),https://doi.org/10.1021/tx900189p
6440,6409,"1,3-Oxathiolan-4-one, 5-(1-methylethyl)-, O-((methylamino)carbonyl)oxime (Z)-",Rat,4.135,log(kg/mol),https://doi.org/10.1021/tx900189p
6441,6410,"Butanedioic acid, dicyclohexyl ester (9CI)",Rat,1.372,log(kg/mol),https://doi.org/10.1021/tx900189p
6442,6411,"3,3-Dibromo-5,5-dichloro-2,2-dihydroxydiphenylmethane",Rat,2.062,log(kg/mol),https://doi.org/10.1021/tx900189p
6443,6412,"Cytidine 5'-(trihydrogen diphosphate), mono(2-(trimethylammonio)ethyl) ester, hydroxide, inner salt",Rat,1.422,log(kg/mol),https://doi.org/10.1021/tx900189p
6444,6413,"Methanone, (1-methyl-2-(1-methylethyl)-1H-indol-3-yl)-3-pyridinyl-",Rat,2.064,log(kg/mol),https://doi.org/10.1021/tx900189p
6445,6414,"Cyclotrisilazane, 2,2,4,4,6,6-hexaethyl-",Rat,2.199,log(kg/mol),https://doi.org/10.1021/tx900189p
6446,6415,"Benzenemethanol, 4-(2-(1H-imidazol-1-yl)ethoxy)-",Rat,1.652,log(kg/mol),https://doi.org/10.1021/tx900189p
6447,6416,"Phosphinic amide, N,N-diethyl-P-imidazol-1-yl-P-phenyl-",Rat,2.545,log(kg/mol),https://doi.org/10.1021/tx900189p
6448,6417,"Morphinan-3,14-diol, 6-azido-4,5-epoxy-17-methyl-, (5-alpha,6-beta)-",Rat,3.238,log(kg/mol),https://doi.org/10.1021/tx900189p
6449,6418,"Dianemycin, 19-de((tetrahydro-5-methoxy-6-methyl-2H-pyran-2-yl)oxy)-15-((tetrahydro-5-methoxy-6-methyl-2H-pyran-2-yl)oxy)-, (15(2S,5S,6R))-",Rat,5.063,log(kg/mol),https://doi.org/10.1021/tx900189p
6450,6419,"4,7-Methano-1H-isoindole-1,3(2H)-dione, 3a,4,7,7a-tetrahydro-5-(hydroxyphenyl-2-pyridinylmethyl)-8-(phenyl-2-pyridinylmethylene)- (9CI)",Rat,5.129,log(kg/mol),https://doi.org/10.1021/tx900189p
6451,6420,"Senecionan-11,16-dione, 12,18-dihydroxy-, 4-oxide (9CI)",Rat,3.884,log(kg/mol),https://doi.org/10.1021/tx900189p
6452,6421,"Ether, methyl tert-pentyl (6CI,7CI,8CI)",Rat,1.805,log(kg/mol),https://doi.org/10.1021/tx900189p
6453,6422,"3H-Pyrazol-3-one, 1,2-dihydro-1,5-dimethyl-2-phenyl-4-(4-quinazolinylamino)-",Rat,2.953,log(kg/mol),https://doi.org/10.1021/tx900189p
6454,6423,"10H-Phenothiazine-2-acetic acid, 7-methoxy-alpha,10-dimethyl-, (+-)-",Rat,2.631,log(kg/mol),https://doi.org/10.1021/tx900189p
6455,6424,"1,3-Oxathiolan-4-one, 5-methyl-, O-((acetylmethylamino)carbonyl)oxime, syn-",Rat,2.679,log(kg/mol),https://doi.org/10.1021/tx900189p
6456,6425,"Ethane, 1-(2-ethoxyethoxy)-2-(hexyloxy)-",Rat,1.647,log(kg/mol),https://doi.org/10.1021/tx900189p
6457,6426,"Thiocyanic acid, 2-(dimethylamino)trimethylene ester",Rat,3.39,log(kg/mol),https://doi.org/10.1021/tx900189p
6458,6427,"Phthalazine, 1-phenoxy-",Rat,2.347,log(kg/mol),https://doi.org/10.1021/tx900189p
6459,6428,"Cyclopropanecarboxylic acid, 2,2,3,3-tetramethyl-, ester with 2-allyl-4-hydroxy-3-methyl-2-cyclopenten-1-one",Rat,3.201,log(kg/mol),https://doi.org/10.1021/tx900189p
6460,6429,"Phosphine, tributyl-",Rat,2.431,log(kg/mol),https://doi.org/10.1021/tx900189p
6461,6430,"1,3-Oxathiolan-4-one, 5-methyl-, O-((ethylamino)carbonyl)oxime, (Z)-",Rat,3.863,log(kg/mol),https://doi.org/10.1021/tx900189p
6462,4869,"Propanoic acid, 2-(4-((6-chloro-2-quinoxalinyl)oxy)phenoxy)-, ethyl ester, (R)-",Rat,2.499,log(kg/mol),https://doi.org/10.1021/tx900189p
6463,6431,"2-Propenoic acid, 2-ethyl-2-(((1-oxo-2-propenyl)oxy)methyl)-1,3-propanediyl ester",Rat,1.715,log(kg/mol),https://doi.org/10.1021/tx900189p
6464,6432,"1H-Isoindole-1,3(2H)-dione, 2-butyl-4-nitro-",Rat,2.087,log(kg/mol),https://doi.org/10.1021/tx900189p
6465,6433,"Benzenamine, 2-((1H-benzimidazol-2-ylsulfinyl)methyl)-N,N-dimethyl-",Rat,2.362,log(kg/mol),https://doi.org/10.1021/tx900189p
6466,6434,"Phosphorous acid, 2-ethylhexyl diphenyl ester",Rat,2.265,log(kg/mol),https://doi.org/10.1021/tx900189p
6467,6435,"1-Heneicosanamine, N-(2-ethyl-2-hexenylidene)-",Rat,1.897,log(kg/mol),https://doi.org/10.1021/tx900189p
6468,6436,"1H-Isoindole-1,3(2H)-dione, 2-butyl-5-nitro-",Rat,2.268,log(kg/mol),https://doi.org/10.1021/tx900189p
6469,6437,"Phosphonodithious acid, methyl-, dipropyl ester",Rat,4.943,log(kg/mol),https://doi.org/10.1021/tx900189p
6470,6438,"Silanamine, 1,1,1-trimethyl-N-(trimethylsilyl)-",Rat,2.278,log(kg/mol),https://doi.org/10.1021/tx900189p
6471,6439,"6-(1alpha,5Abeta,8abeta,9-pentahydroxy-7beta-isopropyl-2beta,5beta,8beta-trimethylperhydro-8balpha,9-epoxy-5,8-ethanocyclopenta(1,2-b)indenyl) pyrrole-2-carboxylate",Rat,2.818,log(kg/mol),https://doi.org/10.1021/tx900189p
6472,6440,"Crotonanilide, 3-chloro-4'-hydroxy-",Rat,2.127,log(kg/mol),https://doi.org/10.1021/tx900189p
6473,6441,"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methyl-1-propenyl)-, 1-ethynyl-2-methyl-2-pentenyl ester",Rat,2.213,log(kg/mol),https://doi.org/10.1021/tx900189p
6474,6442,"Silanamine, N,N'-methane tetraylbis(1,1,1-trimethyl-",Rat,2.033,log(kg/mol),https://doi.org/10.1021/tx900189p
6475,6443,"Crotonanilide, 4'-hydroxy-3-methyl-",Rat,1.992,log(kg/mol),https://doi.org/10.1021/tx900189p
6476,6444,"Cyclopropanecarboxylic acid, hexadecyl ester",Rat,1.406,log(kg/mol),https://doi.org/10.1021/tx900189p
6477,6445,"Pyrimidine, 1,4,5,6-tetrahydro-1-methyl-2-(2-(2-thienyl)ethenyl)-, (E)- (9CI)",Rat,3.084,log(kg/mol),https://doi.org/10.1021/tx900189p
6478,6446,"3H-1,4-Benzodiazepin-2-amine, 7-chloro-N-(cyclopropylmethyl)-5-phenyl-, 4-oxide",Rat,1.888,log(kg/mol),https://doi.org/10.1021/tx900189p
6479,6447,"2-Cyclohexen-1-one, 2-(1-(ethoxyimino)butyl)-3-hydroxy-5-(tetrahydro-2H-thiopyran-3-yl)-",Rat,1.917,log(kg/mol),https://doi.org/10.1021/tx900189p
6480,6448,"Phosphoramidothioic acid, formyl-, O,S-dimethyl ester",Rat,2.949,log(kg/mol),https://doi.org/10.1021/tx900189p
6481,6449,"Pyrazine, 2-ethyl-3-methyl-",Rat,2.309,log(kg/mol),https://doi.org/10.1021/tx900189p
6482,6450,"Morpholine, 4-butyl-",Rat,2.627,log(kg/mol),https://doi.org/10.1021/tx900189p
6483,6451,"Phosphoramidothioic acid, acetylmethyl-, O,S-dimethyl ester",Rat,1.994,log(kg/mol),https://doi.org/10.1021/tx900189p
6484,6452,"Coumarin, 4-hydroxy-3-(alpha-(2-hydroxyallyl)benzyl)-",Rat,4.472,log(kg/mol),https://doi.org/10.1021/tx900189p
6485,6453,"Cyclotrisilazane, 2,2,4,4,6,6-hexamethyl-",Rat,2.642,log(kg/mol),https://doi.org/10.1021/tx900189p
6486,6454,"Phosphoramidothioic acid, dodecanoyl-, O,S-dimethyl ester",Rat,3.51,log(kg/mol),https://doi.org/10.1021/tx900189p
6487,6455,"Carbonic acid, butyl 2,4-dinitrophenyl ester",Rat,3.021,log(kg/mol),https://doi.org/10.1021/tx900189p
6488,6456,"1H-Imidazole-1-acetonitrile, alpha-(4-(2-chlorophenyl)-1,3-dithiolan-2-ylidene)-, (E)-(+-)-",Rat,2.691,log(kg/mol),https://doi.org/10.1021/tx900189p
6489,6457,"Morpholine, 4-(2-(5-bromo-2-pentyloxybenzyloxy)ethyl)-",Rat,2.508,log(kg/mol),https://doi.org/10.1021/tx900189p
6490,6458,"4-Cyclopentene-1,3-dione, tetrachloro- (6CI,7CI)",Rat,2.369,log(kg/mol),https://doi.org/10.1021/tx900189p
6491,6459,"Acrylonitrile, 3-((p-chlorophenyl)sulfonyl)- (8CI)",Rat,2.174,log(kg/mol),https://doi.org/10.1021/tx900189p
6492,6460,"Phosphoramidothioic acid, (4-chlorobutyryl)-, O,S-dimethyl ester",Rat,4.913,log(kg/mol),https://doi.org/10.1021/tx900189p
6493,6461,"4H-Pyran-4-one, 2-methyl-6-phenyl-",Rat,2.474,log(kg/mol),https://doi.org/10.1021/tx900189p
6494,6462,"Butanoic acid, 2-((2-furanylmethyl)(1H-imidazol-1-ylcarbonyl)amino)-, 4-pentenyl ester",Rat,2.547,log(kg/mol),https://doi.org/10.1021/tx900189p
6495,6463,"Acetamide, N-(4-ethoxyphenyl)-N-nitroso- (9CI)",Rat,3.996,log(kg/mol),https://doi.org/10.1021/tx900189p
6496,6464,"Phosphoramidothioic acid, (methoxyacetyl)-, O,S-dimethyl ester",Rat,3.028,log(kg/mol),https://doi.org/10.1021/tx900189p
6497,6465,"Phosphoramidothioic acid, tetradecanoyl-, O,S-dimethyl ester",Rat,3.546,log(kg/mol),https://doi.org/10.1021/tx900189p
6498,6466,"Pyrimidine, 2-amino-4-(2-dibutylaminoethoxy)-",Rat,2.426,log(kg/mol),https://doi.org/10.1021/tx900189p
6499,6467,"1H-Pyrazole, 4-chloro- (9CI)",Rat,2.289,log(kg/mol),https://doi.org/10.1021/tx900189p
6500,6468,"Isocyanic acid, p-xylylene ester",Rat,1.621,log(kg/mol),https://doi.org/10.1021/tx900189p
6501,6469,"Pyrazole, 4-chloro-3-methyl-",Rat,2.492,log(kg/mol),https://doi.org/10.1021/tx900189p
6502,6470,"Phosphoramidothioic acid, propionyl-, O-methyl S-2-propenyl ester",Rat,3.252,log(kg/mol),https://doi.org/10.1021/tx900189p
6503,6471,"Pyrimidine, 2-amino-4-(2-diethylaminoethoxy)-",Rat,2.022,log(kg/mol),https://doi.org/10.1021/tx900189p
6504,6472,"1,3,4-Thiadiazol-2-amine, 5-(2-(5-nitro-2-furanyl)ethenyl)- (9CI)",Rat,2.104,log(kg/mol),https://doi.org/10.1021/tx900189p
6505,6473,"Cyclotetrasilazane, 2,2,4,4,6,6,8,8-octamethyl-",Rat,3.466,log(kg/mol),https://doi.org/10.1021/tx900189p
6506,6474,"2-Pyrazolin-5-one, 3-methyl-4-morpholinomethylene-1-phenyl-",Rat,2.277,log(kg/mol),https://doi.org/10.1021/tx900189p
6507,6475,"Phosphoramidothioic acid, propionyl-, O-methyl S-2-propynyl ester",Rat,2.646,log(kg/mol),https://doi.org/10.1021/tx900189p
6508,6476,"Pyrimidine, 2-amino-4-(2-dimethylaminoethoxy)-",Rat,2.085,log(kg/mol),https://doi.org/10.1021/tx900189p
6509,6477,"9,10-Secoergosta-5,7,10(19),22-tetraene-1,3-diol, (1-alpha,3-beta,5Z,7E,22E)-",Rat,5.072,log(kg/mol),https://doi.org/10.1021/tx900189p
6510,6478,"2,3-Pyridinedicarboxylic acid, 5-ethyl-",Rat,1.765,log(kg/mol),https://doi.org/10.1021/tx900189p
6511,6479,"3-Isoxazolecarboxylic acid, 4-acetyl-5-methyl-, ethyl ester",Rat,2.295,log(kg/mol),https://doi.org/10.1021/tx900189p
6512,6480,"4,7-Methanoisobenzofuran-1-ol, 1,3,3a,4,7,7a-hexahydro-4,5,6,7,8,8-hexachloro-",Rat,2.312,log(kg/mol),https://doi.org/10.1021/tx900189p
6513,6481,"1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, 1,3,5-tri-2-propenyl-",Rat,2.397,log(kg/mol),https://doi.org/10.1021/tx900189p
6514,6482,"Adenine, 7,8-dihydro-N-benzyl-",Rat,2.034,log(kg/mol),https://doi.org/10.1021/tx900189p
6515,6483,"Isoxazolo(3,4-d)pyridazin-7(6H)-one, 3,4-dimethyl-6-phenyl-",Rat,2.382,log(kg/mol),https://doi.org/10.1021/tx900189p
6516,6484,"Phosphorothioic acid, O,O-diethyl O-(1,2,2,2-tetrachloroethyl) ester",Rat,5.225,log(kg/mol),https://doi.org/10.1021/tx900189p
6517,6485,"Isoxazolo(3,4-d)pyridazin-7(6H)-one, 3,4-dimethyl-",Rat,2.218,log(kg/mol),https://doi.org/10.1021/tx900189p
6518,6486,"6H-Pyrido(2,3-b)(1,4)benzodiazepin-6-one, 11-((2-((diethylamino)methyl)-1-piperidinyl)acetyl)-5,11-dihydro-",Rat,2.439,log(kg/mol),https://doi.org/10.1021/tx900189p
6519,6487,"Phosphonic diamide, P-(5-amino-3-phenyl-1H-1,2,4-triazol-1-yl)-N,N,N',N'-tetramethyl- (8CI)(9CI)",Rat,4.168,log(kg/mol),https://doi.org/10.1021/tx900189p
6520,6488,"Phosphonic acid, ((2-hydroxy-1,3-propanediyl)bis(nitrilobis(methylene)))tetrakis-, (11beta,16alpha)-",Rat,2.035,log(kg/mol),https://doi.org/10.1021/tx900189p
