Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL130,CHLORAMPHENICOL,4,323.13,0,0.91,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,MIC,'=',6.25,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3068976,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hr by broth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3045892,1,Scientific Literature,Med Chem Res,2013,None,
CHEMBL1945277,,0,495.50,0,4.05,O=C(NNC(=S)Nc1ccc(OC(F)(F)F)cc1)c1ccc(S(=O)(=O)c2ccccc2)cc1,MIC,'=',128.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1949373,Antibacterial activity against Escherichia coli ATCC 25922 after 20 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1944534,1,Scientific Literature,Eur. J. Med. Chem.,2012,None,
CHEMBL4519890,,0,454.53,1,6.55,Cc1ccc(-c2nn(-c3ccccc3)cc2-c2nc3ccccc3n2C(=O)c2ccccc2)cc1,MIC,'>',62.5,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL4348303,Antibacterial activity against Escherichia coli ATCC 25922 assessed as inhibition of bacterial growth incubated for 24 hrs by TTC double broth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL4346683,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL3609614,,0,488.45,1,1.08,COC(=O)c1c(OC)cc2cc3c(c(O)c2c1C)C(=O)O[C@H]3[C@@]1(O)[C@H](O)C(OC)=CC(=O)[C@H]1OC,MIC,'>',64.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3611859,Antibacterial activity against beta-lactamase producing Escherichia coli ATCC 25922 after 18 hrs by agar dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3608229,1,Scientific Literature,J. Nat. Prod.,2015,None,
CHEMBL4436644,,0,354.41,0,2.47,CCNC(=O)Nc1cc(N2CCCC2)c(C(=O)Nc2cccnc2)cn1,MIC,'>',64.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL4386900,Antibacterial activity against Escherichia coli ATCC 25922 assessed as reduction in microbial growth by CLSI based broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL4385628,1,Scientific Literature,Bioorg Med Chem,2019,None,
CHEMBL3605014,,0,564.62,1,2.40,NC1COCC1Oc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,MIC,'=',4.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3607538,Antimicrobial activity against Escherichia coli ATCC 25922 by micro broth dilution or agar based method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3603744,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2015,None,
CHEMBL529,AZITHROMYCIN,4,749.00,2,1.90,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,MIC,'=',2.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2319892,Antibacterial activity against Escherichia coli ATCC 25922 by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2311478,1,Scientific Literature,Bioorg. Med. Chem.,2013,None,
CHEMBL3609770,,0,486.43,1,0.62,COC(=O)c1c(OC)cc2cc3c(c(O)c2c1C)C(=O)[C@@]1(O)C(OC)=CC(=O)[C@H](OC)[C@@]1(O)C3=O,MIC,'>',64.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3611859,Antibacterial activity against beta-lactamase producing Escherichia coli ATCC 25922 after 18 hrs by agar dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3608229,1,Scientific Literature,J. Nat. Prod.,2015,None,
CHEMBL32,MOXIFLOXACIN,4,401.44,0,2.37,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,MIC,'=',0.5,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1694644,Antibacterial activity against Escherichia coli ATCC 25922 expressing qnrA gene and pBK-QnrA1 assessed as resistant colonies recovered one step below mutant prevention concentration,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1687848,1,Scientific Literature,Antimicrob. Agents Chemother.,2011,None,
CHEMBL1688838,,0,2793.34,None,None,N=C(N)NCCC[C@H](NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)CN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)O,MIC,'=',16.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1691525,Antimicrobial activity against Escherichia coli ATCC 25922 by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1687767,1,Scientific Literature,Antimicrob. Agents Chemother.,2010,None,
CHEMBL1952196,,0,302.33,0,1.21,CC(=O)NCc1noc(-c2ccc(N3CCOCC3)cc2)n1,MIC,'>',256.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1952529,Antibacterial activity against Escherichia coli ATCC 25922 after 16 to 20 hrs by microbroth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1949535,1,Scientific Literature,Eur. J. Med. Chem.,2012,None,
CHEMBL3605132,,0,593.66,1,2.95,O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6ccc(OC7CC(O)CC(O)C7)nc56)(CC3)OC4)nc2N1,MIC,'=',64.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3607538,Antimicrobial activity against Escherichia coli ATCC 25922 by micro broth dilution or agar based method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3603744,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2015,None,
CHEMBL1652138,,0,682.99,2,4.28,CCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O,MIC,'=',64.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1662369,Antimicrobial activity against Escherichia coli ATCC 25922 by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1649185,1,Scientific Literature,Antimicrob. Agents Chemother.,2009,None,
CHEMBL2070322,,0,345.39,0,2.75,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1cccc(O)c1,MIC,'=',500.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2071785,Antibacterial activity against Escherichia coli ATCC 25922,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2069240,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL1825007,,0,345.40,0,2.75,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1O,MIC,'=',250.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2071785,Antibacterial activity against Escherichia coli ATCC 25922,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2069240,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL3216720,,0,563.41,1,0.48,CCCNc1nc(F)c2c(c1O)C(=O)C1=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3C[C@@H]1C2.Cl.Cl,MIC,'=',2.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1693958,Antibacterial activity against Escherichia coli ATCC 25922 by CLSI M07-A8 method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1687901,1,Scientific Literature,J. Med. Chem.,2011,None,
CHEMBL262777,VANCOMYCIN,4,1449.27,None,None,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,MIC,'=',125.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3591112,Antimicrobial activity against Escherichia coli ATCC 25922 assessed as inhibition of bacterial growth incubated at 35 degC for 12 to 18 hrs,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3588813,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL450535,,0,749.86,3,-6.47,CCCCCCc1cn(C[C@H]2O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@H](O)[C@@H]2O[C@H]2O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]2N)nn1,MIC,'=',32.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3591112,Antimicrobial activity against Escherichia coli ATCC 25922 assessed as inhibition of bacterial growth incubated at 35 degC for 12 to 18 hrs,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3588813,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL3741610,,0,436.44,0,1.43,COC(=O)N(C[C@H]1CN(c2ccc(N3CCN(C(C)=O)CC3)c(F)c2)C(=O)O1)C(C)=O,MIC,'>',32.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3745373,Antibacterial activity against Escherichia coli ATCC 25922,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3739364,1,Scientific Literature,Eur. J. Med. Chem.,2015,None,
CHEMBL1673170,,0,484.64,1,5.70,COc1ccc2nc(OC)c([C@@H](c3ccccc3)[C@](O)(CCc3ccccc3)CCN(C)C)cc2c1,MIC,'>',32.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1678936,Antimicrobial activity against Escherichia coli ATCC 25922 by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1671657,1,Scientific Literature,Antimicrob. Agents Chemother.,2009,None,
CHEMBL1747,TOBRAMYCIN,4,467.52,2,-6.30,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,MIC,'=',1.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1839101,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by microbroth dilution method in presence of Mg2+,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1833963,1,Scientific Literature,J. Med. Chem.,2011,None,
CHEMBL3423298,,0,446.98,1,5.30,COc1ccccc1/C=C/C(=O)N1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,MIC,'>',128.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3424268,Antibacterial activity against penicillin-susceptible Escherichia coli ATCC 25922 after 24 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3421607,1,Scientific Literature,Eur. J. Med. Chem.,2015,None,
CHEMBL3425801,,0,521.55,1,2.03,Cc1cc2c(nc1CNC13CCC(C[C@]4(O)Cn5c(=O)ccc6ncc(F)c4c65)(CC1)OC3)NC(=O)CO2,MIC,'=',8.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3428444,Antibacterial activity against Escherichia coli ATCC 25922,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3425423,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2015,None,
CHEMBL3423303,,0,235.28,0,1.81,COc1ccc(/C=C/C(=O)N(C)C)cc1OC,MIC,'=',128.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3424268,Antibacterial activity against penicillin-susceptible Escherichia coli ATCC 25922 after 24 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3421607,1,Scientific Literature,Eur. J. Med. Chem.,2015,None,
CHEMBL2407107,,0,619.00,2,8.21,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](NCCCn2ccnc2)C[C@@H]1C[C@H]3NCCCn1ccnc1,MIC,'>',32.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2412287,Antibacterial activity against Escherichia coli ATCC 25922 by M07-A9 CLSI method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2407054,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,None,
CHEMBL2386267,,0,284.38,0,3.89,Nc1nc2ccc(OCCCc3ccccc3)cc2s1,MIC,'>',512.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2389586,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2385068,1,Scientific Literature,Eur. J. Med. Chem.,2013,None,
CHEMBL2385094,,0,270.36,0,3.50,Nc1nc2ccc(OCCc3ccccc3)cc2s1,MIC,'>',512.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2389586,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2385068,1,Scientific Literature,Eur. J. Med. Chem.,2013,None,
CHEMBL3410371,,0,863.87,2,9.32,CCCCCCCCCCCC[N+]12CC[N+](CCCCC[N+]34CC[N+](CCCCCCCCCCCC)(CC3)CC4)(CC1)CC2.[Br-].[Br-].[Cl-].[Cl-],MIC,'=',3.1,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3413367,Antimicrobial activity against 10^4 CFU/ml Escherichia coli ATCC 25922 after 22 hrs by serial microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3407338,1,Scientific Literature,Eur. J. Med. Chem.,2015,None,
CHEMBL2431103,,0,1028.84,2,5.08,NCCCOc1cc(OCCCN)cc(-c2ccc3ccc(-c4cc(OCCCN)cc(OCCCN)c4)cc3c2)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,'=',25.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2433098,Antibacterial activity against Escherichia coli ATCC 25922 assessed as growth inhibition incubated for 30 mins prior to inoculation measured after 18 hrs by broth microdilution method in presence of 40% mouse serum,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2429734,1,Scientific Literature,ACS Med. Chem. Lett.,2013,None,
CHEMBL177,AMIKACIN,4,585.61,3,-8.42,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,MIC,'=',1.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3591112,Antimicrobial activity against Escherichia coli ATCC 25922 assessed as inhibition of bacterial growth incubated at 35 degC for 12 to 18 hrs,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3588813,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL3741033,,0,367.38,0,1.62,CCC(=O)N(O)C[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,MIC,'>',32.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3745373,Antibacterial activity against Escherichia coli ATCC 25922,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3739364,1,Scientific Literature,Eur. J. Med. Chem.,2015,None,
CHEMBL174,AMPICILLIN,4,349.41,0,0.32,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,MIC,'=',6.25,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3047078,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hr by serial dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3046023,1,Scientific Literature,Med Chem Res,2012,None,
CHEMBL467744,,0,398.54,1,6.96,CC1=C(O)/C(=C/[C@H](C)CCC/C(C)=C/CC/C(C)=C/CCc2ccoc2)OC1=O,MIC,'>',100.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1042187,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by twofold dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1154134,1,Scientific Literature,J. Nat. Prod.,2008,None,
CHEMBL2430202,,0,419.93,1,6.49,COC(=O)CSc1c(-c2ccc(Cl)cc2)nc2ccccc2c1-c1ccccc1,MIC,'=',12.5,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2434524,Antibacterial activity against Escherichia coli ATCC 25922 after 18 to 24 hrs by agar dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2429720,1,Scientific Literature,Med Chem Res,2013,None,
CHEMBL583056,,0,292.30,0,2.84,Oc1ccccc1-c1nnc(Cn2cnc3ccccc32)o1,MIC,'=',64.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1048383,Antibacterial activity against Escherichia coli ATCC 25922 after 20 hrs by two fold dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1154066,1,Scientific Literature,Eur. J. Med. Chem.,2009,None,
CHEMBL3088301,,0,501.54,1,4.28,CCOC(=O)C(Cc1ccc(OCc2cc(=O)oc3cc(OC)ccc23)cc1)NC(=O)c1ccccc1,MIC,'=',100.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3091003,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3085670,1,Scientific Literature,Eur. J. Med. Chem.,2013,None,
CHEMBL8,CIPROFLOXACIN,4,331.35,0,1.58,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,MIC,'=',0.002,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1662393,Antimicrobial activity against Escherichia coli ATCC 25922 by CLSI agar dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1649187,1,Scientific Literature,Antimicrob. Agents Chemother.,2009,None,
CHEMBL3344340,,0,449.33,0,3.66,O=c1cc(OCC(O)CN2CCN(c3ccc(Cl)c(Cl)c3)CC2)c2ccccc2o1,MIC,'>',50.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3387728,Antibacterial against Escherichia coli ATCC 25922 after 24 hrs by two-fold serial dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3352742,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,
CHEMBL4579859,,0,786.68,3,-2.41,CCCCCCCCCCSC[C@H]1O[C@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)[C@H](O)[C@@H](N)[C@@H]1O.Cl.Cl.Cl.Cl,MIC,'=',64.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL4363536,Antibacterial activity against Escherichia coli ATCC 25922 incubated for 18 hrs by two fold dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL4359907,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL1086629,,0,408.35,0,3.11,CCOP(=O)(OCC)C(OC(C)=O)c1cc2ccc(OC)cc2n2nnnc12,MIC,'=',15.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1105188,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by cup plate method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1154858,1,Scientific Literature,Eur. J. Med. Chem.,2010,None,
CHEMBL4543888,,0,429.70,0,1.19,C[C@@H](O)[C@H](N)C(=O)NC/C=C/Cn1cnc2cc(Br)c(Cl)cc2c1=O,MIC,'=',32.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL4403858,Antibacterial activity against Escherichia coli ATCC 25922 by visual method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL4402548,1,Scientific Literature,Eur J Med Chem,2020,None,
CHEMBL2235493,,0,251.26,0,1.73,O=C1COc2cc(F)ccc2N1CC1CCCO1,MIC,'=',32.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3062580,Antimicrobial activity against Escherichia coli ATCC 25922 after 24 hr by two-fold serial dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3046260,1,Scientific Literature,Med Chem Res,2011,None,
CHEMBL2235490,,0,312.21,0,3.75,CCCCCCN1C(=O)COc2cc(Br)ccc21,MIC,'=',32.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3062580,Antimicrobial activity against Escherichia coli ATCC 25922 after 24 hr by two-fold serial dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3046260,1,Scientific Literature,Med Chem Res,2011,None,
CHEMBL453388,AMPICILLIN TRIHYDRATE,0,403.46,0,0.32,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O.O.O.O,MIC,'=',3.125,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3047462,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hr by CLSI broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3045767,1,Scientific Literature,Med Chem Res,2012,None,
CHEMBL2238414,,0,375.41,1,5.12,O=C(Nc1ccc(-c2nc3ccccc3s2)cc1)c1ccc([N+](=O)[O-])cc1,MIC,'=',25.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3047462,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hr by CLSI broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3045767,1,Scientific Literature,Med Chem Res,2012,None,
